,REGION,PROVINCIA,COMUNA,HOMBRES,MUJERES,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS,INMIGRANTES,P12_1,P12_2,P12_3,P12_4,P12_5,P12_6,P12_7,P12_8,P12_99,P13_1,P13_2,P13_3,P13_99,P14_0,P14_1,P14_2,P14_3,P14_4,P14_5,P14_6,P14_7,P14_8,P14_98,P14_99,P15_1,P15_2,P15_3,P15_4,P15_5,P15_6,P15_7,P15_8,P15_9,P15_10,P15_11,P15_12,P15_13,P15_14,P15_98,P15_99,P15A_1,P15A_2,P15A_98,P15A_99,P16_1,P16_2,P16_99,P16A_1,P16A_2,P16A_3,P16A_4,P16A_5,P16A_6,P16A_7,P16A_8,P16A_9,P16A_10,P16A_98,P16A_99,P17_1,P17_2,P17_3,P17_4,P17_5,P17_6,P17_7,P17_8,P17_98,P17_99,P18_A,P18_B,P18_C,P18_D,P18_E,P18_F,P18_G,P18_H,P18_I,P18_J,P18_K,P18_L,P18_M,P18_N,P18_O,P18_P,P18_Q,P18_R,P18_S,P18_T,P18_U,P18_Z,P18_98,P18_99
0,1,11,1101,694899,723981,117730,178657,986054,112865,166854,88151.0,71473.0,8856.0,784.0,11256.0,933.0,2606.0,4386.0,3023.0,58282.0,122415.0,7007.0,3764.0,13335.0,13771.0,23400.0,21205.0,60285.0,21578.0,10804.0,4330.0,9910.0,7007.0,5843.0,5890.0,2977.0,4311.0,629.0,35364.0,3734.0,42856.0,26764.0,3945.0,2260.0,14681.0,35222.0,2288.0,281.0,7007.0,3259.0,106395.0,72933.0,7007.0,5133.0,33021.0,154264.0,4183.0,5695.0,18529.0,49.0,407.0,3706.0,391.0,2455.0,16.0,20.0,1753.0,154264.0,4183.0,85594.0,1241.0,4450.0,6904.0,15250.0,14936.0,12854.0,6888.0,40588.0,2763.0,97420.0,2763.0,966.0,3178.0,3555.0,240.0,380.0,6281.0,17671.0,7322.0,5440.0,1057.0,1239.0,1053.0,2878.0,4207.0,7692.0,6951.0,4437.0,794.0,1891.0,2184.0,9.0,11860.0
1,1,11,1107,315323,328202,60932,102818,431647,24884,68904,27346.0,65333.0,4265.0,284.0,6541.0,419.0,1038.0,580.0,2569.0,39723.0,60785.0,4752.0,3115.0,10191.0,8974.0,12045.0,10113.0,34094.0,6237.0,4776.0,3120.0,9037.0,4752.0,5036.0,4592.0,2302.0,3166.0,482.0,31291.0,1257.0,25030.0,19924.0,969.0,406.0,4220.0,6395.0,178.0,12.0,4752.0,3399.0,51031.0,47795.0,4752.0,4797.0,32079.0,72775.0,3521.0,5397.0,20034.0,29.0,314.0,2412.0,285.0,2608.0,7.0,7.0,986.0,72775.0,3521.0,41022.0,922.0,2161.0,4104.0,8430.0,9101.0,3325.0,6056.0,30685.0,2569.0,61701.0,2569.0,364.0,1439.0,2287.0,89.0,236.0,4588.0,9826.0,4470.0,2052.0,360.0,206.0,268.0,651.0,2751.0,1827.0,2634.0,1190.0,201.0,776.0,808.0,3.0,7079.0
2,2,21,2101,1586811,1635085,240161,420062,2258731,191245,259885,189673.0,126765.0,7886.0,1275.0,8716.0,1238.0,15752.0,3391.0,7177.0,116181.0,221590.0,14465.0,9637.0,22875.0,26938.0,47483.0,35812.0,115061.0,33664.0,20325.0,8217.0,22620.0,14465.0,14413.0,9518.0,5095.0,8011.0,1296.0,71800.0,6068.0,81128.0,53259.0,5956.0,2993.0,27914.0,60800.0,3799.0,738.0,14465.0,9033.0,197951.0,136236.0,14465.0,13221.0,28174.0,321295.0,12404.0,10179.0,6195.0,67.0,2789.0,2098.0,470.0,4025.0,43.0,26.0,2282.0,321295.0,12404.0,153397.0,2003.0,9384.0,14496.0,32766.0,32902.0,19270.0,13556.0,76260.0,7839.0,189250.0,7839.0,912.0,15098.0,9229.0,854.0,892.0,12628.0,23896.0,12690.0,6872.0,1998.0,1804.0,737.0,6040.0,9208.0,7954.0,10314.0,7467.0,1443.0,3294.0,3542.0,10.0,27902.0
3,2,22,2203,2566,2744,222,477,3873,179,1063,3550.0,4937.0,218.0,178.0,1083.0,10.0,54.0,647.0,319.0,2300.0,7864.0,501.0,331.0,573.0,551.0,1304.0,1010.0,3973.0,1071.0,548.0,203.0,727.0,501.0,535.0,260.0,115.0,194.0,13.0,2212.0,131.0,2410.0,1757.0,50.0,50.0,906.0,1846.0,203.0,52.0,501.0,296.0,6586.0,3434.0,501.0,475.0,5523.0,5196.0,277.0,332.0,335.0,4.0,4068.0,531.0,25.0,80.0,5.0,2.0,141.0,5196.0,277.0,6153.0,210.0,645.0,246.0,347.0,579.0,406.0,353.0,1799.0,258.0,3730.0,258.0,180.0,755.0,245.0,15.0,53.0,810.0,462.0,344.0,1215.0,45.0,30.0,11.0,226.0,750.0,194.0,260.0,167.0,81.0,57.0,46.0,1.0,1061.0
4,3,31,3101,409860,418673,62993,106821,561050,56324,30282,88004.0,58379.0,1118.0,324.0,2010.0,370.0,1454.0,778.0,1500.0,48866.0,95845.0,6985.0,2241.0,11440.0,12328.0,19157.0,16714.0,47143.0,13716.0,8662.0,3830.0,11287.0,6985.0,2675.0,4781.0,2719.0,3740.0,630.0,35106.0,3540.0,36296.0,18400.0,2868.0,1070.0,11684.0,22917.0,900.0,177.0,6985.0,2124.0,81132.0,63249.0,6985.0,2571.0,27078.0,125052.0,1807.0,5133.0,1699.0,43.0,206.0,624.0,9564.0,9023.0,12.0,8.0,766.0,125052.0,1807.0,60912.0,354.0,2280.0,6416.0,14426.0,17987.0,10275.0,4380.0,35492.0,1415.0,88976.0,1415.0,1648.0,10123.0,2382.0,398.0,499.0,5160.0,11297.0,4457.0,2500.0,739.0,759.0,207.0,1410.0,2962.0,5550.0,4682.0,2414.0,478.0,800.0,1181.0,2.0,3898.0
5,4,41,4101,684789,776343,99319,176913,977096,141615,26166,107225.0,103943.0,753.0,738.0,305.0,219.0,1428.0,2360.0,4083.0,73183.0,134691.0,8232.0,4948.0,15463.0,16171.0,27558.0,22825.0,67791.0,22750.0,13784.0,5484.0,13622.0,8232.0,7374.0,6654.0,3535.0,5047.0,956.0,45201.0,5006.0,47501.0,28690.0,4752.0,1872.0,16345.0,39812.0,2529.0,507.0,8232.0,4415.0,119169.0,86697.0,8232.0,6956.0,18994.0,195498.0,6562.0,6775.0,1996.0,54.0,412.0,270.0,758.0,7470.0,42.0,19.0,1198.0,195498.0,6562.0,82376.0,1580.0,4228.0,8793.0,23774.0,22674.0,17908.0,8489.0,46938.0,4294.0,128576.0,4294.0,2796.0,4291.0,3726.0,290.0,358.0,8082.0,14839.0,4862.0,4092.0,1053.0,1143.0,742.0,3151.0,4233.0,4227.0,8144.0,4470.0,828.0,1753.0,2388.0,4.0,12712.0
6,4,41,4102,678679,741016,99348,164693,951709,127266,23208,115565.0,101674.0,712.0,715.0,402.0,365.0,1365.0,2105.0,4827.0,72338.0,140127.0,9628.0,5637.0,16572.0,17246.0,27517.0,22577.0,71881.0,20007.0,12702.0,5890.0,15223.0,9628.0,8487.0,7007.0,3890.0,5454.0,1101.0,50785.0,5527.0,52386.0,33468.0,4710.0,2369.0,15424.0,29419.0,1331.0,232.0,9628.0,4999.0,119026.0,91238.0,9628.0,7838.0,18274.0,201006.0,8450.0,7752.0,1649.0,47.0,307.0,302.0,647.0,6185.0,28.0,34.0,1323.0,201006.0,8450.0,87298.0,1566.0,4552.0,8878.0,20685.0,24411.0,17823.0,6804.0,51008.0,4705.0,129609.0,4705.0,4711.0,3373.0,4542.0,361.0,373.0,9705.0,16703.0,6659.0,4192.0,876.0,865.0,614.0,2454.0,4279.0,3836.0,7028.0,3955.0,878.0,1682.0,2472.0,44.0,13814.0
7,5,51,5101,1195833,1273884,153097,229749,1680202,306926,28471,193276.0,90971.0,623.0,1245.0,130.0,293.0,712.0,3673.0,5732.0,91353.0,188707.0,10262.0,6333.0,16314.0,23624.0,37529.0,34112.0,92921.0,27794.0,20402.0,6584.0,16697.0,10262.0,10416.0,6687.0,3910.0,5405.0,1576.0,53843.0,10426.0,73967.0,33359.0,11211.0,2409.0,24447.0,48746.0,3591.0,834.0,10262.0,5982.0,160932.0,116748.0,10262.0,8713.0,20153.0,268092.0,8410.0,16427.0,923.0,189.0,104.0,164.0,80.0,933.0,51.0,24.0,1258.0,268092.0,8410.0,123292.0,2315.0,5745.0,9676.0,31910.0,23932.0,30071.0,11746.0,52698.0,5270.0,160033.0,5270.0,1008.0,691.0,6834.0,545.0,602.0,10858.0,21788.0,11501.0,7352.0,2354.0,1501.0,732.0,4248.0,7724.0,9718.0,10670.0,7030.0,1498.0,3200.0,4407.0,6.0,17085.0
8,5,51,5102,42516,45614,6412,9949,59684,9095,890,16461.0,9417.0,64.0,80.0,17.0,16.0,31.0,341.0,440.0,7717.0,17555.0,1132.0,463.0,1713.0,1917.0,3017.0,2966.0,8348.0,2003.0,1827.0,760.0,2225.0,1132.0,959.0,733.0,405.0,553.0,136.0,7404.0,941.0,6991.0,2945.0,446.0,79.0,1817.0,2541.0,132.0,38.0,1132.0,574.0,13611.0,11317.0,1132.0,807.0,1674.0,24447.0,746.0,1480.0,58.0,15.0,4.0,4.0,2.0,19.0,1.0,2.0,89.0,24447.0,746.0,11516.0,222.0,533.0,760.0,2189.0,2900.0,2198.0,781.0,5398.0,370.0,14226.0,370.0,1423.0,57.0,1427.0,49.0,44.0,884.0,1425.0,1585.0,635.0,85.0,67.0,42.0,263.0,526.0,454.0,674.0,372.0,87.0,152.0,414.0,1.0,1605.0
9,5,51,5103,241808,265227,32552,53103,344574,54784,17713,13939.0,25788.0,285.0,324.0,34.0,111.0,205.0,933.0,533.0,13266.0,26839.0,1349.0,698.0,2610.0,3390.0,5734.0,4782.0,11387.0,5286.0,3043.0,1158.0,2291.0,1349.0,1122.0,1177.0,623.0,794.0,124.0,7673.0,969.0,9077.0,3345.0,1068.0,226.0,3534.0,9879.0,1419.0,211.0,1349.0,684.0,24000.0,15768.0,1349.0,1035.0,2288.0,38956.0,908.0,1796.0,72.0,22.0,9.0,38.0,11.0,114.0,6.0,2.0,218.0,38956.0,908.0,18334.0,325.0,772.0,1296.0,4497.0,3623.0,3339.0,1268.0,8204.0,494.0,22227.0,494.0,268.0,351.0,1051.0,121.0,87.0,1856.0,2730.0,955.0,1131.0,249.0,345.0,351.0,1048.0,780.0,1135.0,1462.0,1193.0,251.0,565.0,919.0,12.0,2571.0
10,5,51,5109,1126082,1231551,137411,217599,1616948,292980,50819,157272.0,159531.0,953.0,2567.0,264.0,391.0,1057.0,5816.0,6397.0,102636.0,213767.0,10229.0,7616.0,17235.0,26007.0,44095.0,39229.0,98350.0,37809.0,23826.0,7752.0,17503.0,10229.0,12213.0,7339.0,4047.0,5553.0,1539.0,54389.0,10098.0,72051.0,35656.0,12645.0,2919.0,29468.0,72008.0,7476.0,1636.0,10229.0,7195.0,187575.0,125690.0,10229.0,10754.0,20573.0,303443.0,10232.0,16370.0,851.0,287.0,144.0,180.0,143.0,1035.0,73.0,29.0,1461.0,303443.0,10232.0,140398.0,2423.0,6647.0,10506.0,39687.0,26916.0,35216.0,10957.0,55186.0,6312.0,178468.0,6312.0,732.0,1138.0,6844.0,596.0,529.0,13838.0,22896.0,8727.0,7412.0,2704.0,2341.0,1587.0,6335.0,7010.0,10832.0,12348.0,10338.0,1955.0,4332.0,6371.0,13.0,20590.0
11,5,52,5201,7046,7280,1130,1738,10370,848,646,2827.0,4057.0,56.0,79.0,5.0,7.0,39.0,407.0,273.0,1903.0,5259.0,264.0,324.0,516.0,462.0,1016.0,910.0,2400.0,856.0,380.0,212.0,308.0,264.0,426.0,262.0,111.0,140.0,15.0,1417.0,103.0,1636.0,834.0,91.0,17.0,853.0,1512.0,157.0,30.0,264.0,308.0,4456.0,2602.0,264.0,428.0,3976.0,3485.0,289.0,336.0,14.0,3512.0,1.0,3.0,6.0,8.0,2.0,1.0,93.0,3485.0,289.0,4366.0,120.0,296.0,79.0,263.0,315.0,184.0,256.0,1642.0,229.0,2739.0,229.0,200.0,21.0,231.0,11.0,16.0,316.0,457.0,245.0,687.0,51.0,49.0,9.0,100.0,403.0,525.0,257.0,237.0,90.0,50.0,63.0,1.0,763.0
12,5,53,5301,156508,168703,20527,34210,215651,37723,5592,34696.0,27974.0,207.0,901.0,88.0,61.0,440.0,696.0,1645.0,18802.0,43467.0,2437.0,2002.0,4035.0,4329.0,7830.0,7116.0,21921.0,5770.0,4045.0,1644.0,4457.0,2437.0,3124.0,1688.0,929.0,1374.0,252.0,14071.0,2134.0,14949.0,10456.0,1772.0,617.0,5575.0,8071.0,428.0,51.0,2437.0,1904.0,37171.0,24200.0,2437.0,2900.0,3671.0,60256.0,2781.0,2740.0,198.0,39.0,30.0,37.0,52.0,278.0,7.0,11.0,279.0,60256.0,2781.0,27931.0,489.0,2022.0,2343.0,4576.0,6312.0,5785.0,2532.0,13270.0,1448.0,34818.0,1448.0,1490.0,2288.0,1217.0,89.0,95.0,2534.0,4250.0,2360.0,1207.0,279.0,298.0,78.0,852.0,1430.0,2193.0,1869.0,1320.0,323.0,451.0,677.0,1.0,5141.0
13,5,55,5501,173202,193632,25295,41622,243482,42335,5050,52699.0,34637.0,152.0,350.0,75.0,99.0,286.0,997.0,1222.0,27218.0,58435.0,3312.0,1552.0,6134.0,7077.0,10945.0,10173.0,27235.0,7991.0,6135.0,2509.0,6683.0,3312.0,2323.0,2734.0,1409.0,1904.0,508.0,21549.0,3297.0,23304.0,9189.0,2697.0,622.0,7274.0,10798.0,531.0,55.0,3312.0,1334.0,47885.0,37202.0,3312.0,2118.0,5048.0,83198.0,2271.0,3715.0,317.0,30.0,19.0,55.0,29.0,543.0,10.0,3.0,327.0,83198.0,2271.0,37327.0,594.0,1662.0,2848.0,8177.0,8585.0,9364.0,2666.0,18141.0,1153.0,49781.0,1153.0,5152.0,759.0,1870.0,200.0,183.0,3430.0,6457.0,2380.0,1274.0,399.0,371.0,164.0,944.0,1486.0,3140.0,2601.0,1949.0,256.0,666.0,1241.0,1.0,4660.0
14,5,56,5601,293866,309313,40717,64127,402986,69059,6831,58445.0,28744.0,166.0,206.0,83.0,150.0,234.0,1066.0,2256.0,24570.0,60493.0,3727.0,2560.0,5723.0,6472.0,10380.0,9552.0,29865.0,7311.0,5557.0,2314.0,6645.0,3727.0,3804.0,2341.0,1398.0,1914.0,497.0,21629.0,3634.0,25256.0,10901.0,2384.0,570.0,6364.0,8158.0,308.0,42.0,3727.0,2227.0,48342.0,35905.0,3727.0,3376.0,8496.0,79492.0,3362.0,7768.0,163.0,26.0,8.0,47.0,19.0,97.0,11.0,8.0,349.0,79492.0,3362.0,37626.0,575.0,2067.0,2932.0,5825.0,8690.0,9567.0,3513.0,18666.0,1889.0,49193.0,1889.0,1906.0,153.0,2295.0,80.0,180.0,2975.0,6528.0,6311.0,1568.0,341.0,339.0,121.0,722.0,2074.0,1978.0,2420.0,1663.0,365.0,716.0,1293.0,1.0,6239.0
15,5,58,5801,432895,487395,52610,88958,615875,123032,10825,55829.0,89768.0,224.0,744.0,75.0,126.0,314.0,1468.0,3160.0,44842.0,98096.0,4892.0,3878.0,8210.0,11249.0,19384.0,18877.0,46214.0,15676.0,10179.0,3213.0,7780.0,4892.0,6034.0,3449.0,1914.0,2664.0,761.0,25628.0,4786.0,36005.0,16550.0,6353.0,1504.0,15619.0,26098.0,1619.0,222.0,4892.0,3644.0,85041.0,56474.0,4892.0,5301.0,10034.0,136566.0,5108.0,8133.0,438.0,139.0,49.0,75.0,46.0,491.0,42.0,26.0,595.0,136566.0,5108.0,60990.0,1062.0,3028.0,4984.0,14764.0,14463.0,16323.0,4964.0,27908.0,3222.0,83406.0,3222.0,496.0,643.0,3379.0,336.0,289.0,6034.0,10657.0,4361.0,2431.0,1239.0,993.0,455.0,2216.0,3001.0,3667.0,5309.0,4219.0,685.0,1581.0,2182.0,3.0,10904.0
16,5,58,5802,61873,66391,9070,14870,84206,16889,1113,24800.0,19590.0,29.0,153.0,18.0,25.0,58.0,441.0,1007.0,13375.0,29644.0,1839.0,1263.0,2862.0,3484.0,5453.0,5003.0,13733.0,3753.0,3368.0,1363.0,3365.0,1839.0,1898.0,1079.0,724.0,990.0,273.0,11008.0,1978.0,12063.0,4500.0,1262.0,255.0,3303.0,5463.0,314.0,58.0,1839.0,1012.0,23814.0,18925.0,1839.0,1543.0,2350.0,42090.0,1681.0,1903.0,144.0,23.0,14.0,14.0,7.0,83.0,5.0,3.0,154.0,42090.0,1681.0,18261.0,359.0,774.0,1300.0,3823.0,4698.0,4948.0,1693.0,9375.0,890.0,25837.0,890.0,2485.0,164.0,990.0,78.0,111.0,1709.0,2940.0,1386.0,777.0,197.0,172.0,87.0,493.0,886.0,919.0,1273.0,997.0,158.0,295.0,793.0,9.0,2475.0
17,5,58,5803,13810,14742,1785,2690,18786,3744,216,9240.0,7640.0,18.0,65.0,10.0,9.0,7.0,209.0,318.0,4493.0,11861.0,748.0,414.0,986.0,1231.0,2062.0,1910.0,4958.0,1434.0,1366.0,525.0,1633.0,748.0,663.0,392.0,256.0,321.0,81.0,4923.0,692.0,4418.0,1660.0,466.0,79.0,1084.0,1890.0,136.0,38.0,748.0,332.0,8827.0,7382.0,748.0,559.0,951.0,16045.0,520.0,755.0,41.0,15.0,4.0,8.0,6.0,44.0,8.0,1.0,69.0,16045.0,520.0,7000.0,163.0,326.0,470.0,1237.0,2053.0,2088.0,523.0,3338.0,318.0,9709.0,318.0,977.0,57.0,284.0,15.0,54.0,832.0,918.0,479.0,501.0,92.0,54.0,44.0,170.0,450.0,235.0,389.0,280.0,92.0,104.0,424.0,4.0,1034.0
18,5,58,5804,407092,457971,56121,92382,579312,103281,7714,41931.0,80523.0,191.0,580.0,48.0,82.0,188.0,972.0,2033.0,38797.0,80672.0,4456.0,2623.0,7593.0,9781.0,16052.0,15801.0,39898.0,11619.0,7958.0,2784.0,6404.0,4456.0,4202.0,3108.0,1861.0,2449.0,651.0,22502.0,3645.0,32357.0,13783.0,4872.0,1185.0,12701.0,19238.0,1051.0,130.0,4456.0,2559.0,70125.0,48085.0,4456.0,3882.0,7571.0,113790.0,5187.0,6004.0,382.0,75.0,27.0,46.0,37.0,416.0,27.0,14.0,543.0,113790.0,5187.0,50423.0,836.0,2430.0,4155.0,12066.0,12393.0,12624.0,4033.0,25295.0,2293.0,70566.0,2293.0,471.0,466.0,2976.0,258.0,179.0,4777.0,8878.0,4134.0,1990.0,901.0,684.0,331.0,1722.0,2628.0,3038.0,4216.0,3318.0,505.0,1259.0,1944.0,3.0,9011.0
19,6,61,6101,786550,839168,112024,189164,1090901,164772,24213,137495.0,95211.0,467.0,656.0,146.0,362.0,1232.0,2409.0,3796.0,71683.0,155117.0,10154.0,4820.0,15126.0,17958.0,30846.0,25172.0,74775.0,21242.0,15847.0,6770.0,17208.0,10154.0,6676.0,5782.0,3861.0,5226.0,979.0,57151.0,7341.0,55730.0,30089.0,6018.0,2317.0,20038.0,30952.0,1775.0,205.0,10154.0,4156.0,129421.0,95718.0,10154.0,6481.0,18461.0,217504.0,5809.0,16579.0,341.0,82.0,33.0,96.0,52.0,300.0,23.0,11.0,944.0,217504.0,5809.0,99738.0,1446.0,5297.0,9257.0,18007.0,24913.0,20480.0,8349.0,50870.0,3417.0,131876.0,3417.0,4798.0,6029.0,6595.0,427.0,495.0,8412.0,20320.0,6738.0,4373.0,1335.0,1233.0,374.0,2760.0,6157.0,5249.0,7009.0,6197.0,1193.0,1917.0,3003.0,3.0,11864.0
20,6,61,6106,55551,57344,8597,14503,74890,11120,1330,18424.0,14017.0,46.0,69.0,129.0,40.0,20.0,163.0,529.0,10190.0,20849.0,1687.0,711.0,2134.0,2483.0,3778.0,3321.0,10094.0,2545.0,2110.0,1044.0,2995.0,1687.0,1246.0,791.0,524.0,783.0,138.0,9994.0,929.0,8312.0,3700.0,456.0,138.0,2159.0,2963.0,109.0,14.0,1687.0,740.0,16807.0,13826.0,1687.0,1117.0,3130.0,29384.0,923.0,2826.0,70.0,10.0,1.0,52.0,8.0,21.0,5.0,1.0,136.0,29384.0,923.0,13834.0,159.0,718.0,1146.0,2452.0,3521.0,2360.0,892.0,7762.0,593.0,18133.0,593.0,3202.0,246.0,1179.0,45.0,62.0,942.0,2167.0,837.0,400.0,130.0,94.0,43.0,288.0,537.0,578.0,947.0,496.0,193.0,157.0,294.0,1.0,1873.0
21,6,61,6108,156862,167098,27553,45328,217403,23277,6122,19968.0,30378.0,132.0,180.0,14.0,139.0,175.0,630.0,889.0,16907.0,32029.0,2380.0,1189.0,3917.0,3559.0,6615.0,5146.0,13738.0,6592.0,3756.0,1633.0,3383.0,2380.0,1786.0,1600.0,1010.0,1271.0,181.0,12187.0,1033.0,9834.0,4571.0,782.0,293.0,4126.0,10947.0,1077.0,117.0,2380.0,1096.0,29035.0,19456.0,2380.0,1634.0,3334.0,47906.0,1265.0,2854.0,122.0,10.0,16.0,23.0,28.0,82.0,7.0,3.0,189.0,47906.0,1265.0,21462.0,372.0,1195.0,1676.0,3908.0,5380.0,3101.0,1484.0,12929.0,998.0,28478.0,998.0,855.0,2438.0,935.0,136.0,101.0,2002.0,2654.0,962.0,656.0,317.0,445.0,124.0,1044.0,927.0,1318.0,1772.0,1617.0,230.0,344.0,867.0,1.0,3284.0
22,6,63,6301,196682,216771,27672,50441,277978,37789,3834,45820.0,25738.0,98.0,159.0,20.0,112.0,223.0,442.0,1361.0,21014.0,48150.0,3019.0,1790.0,5055.0,5210.0,8373.0,7009.0,22936.0,6348.0,4653.0,2179.0,6640.0,3019.0,2551.0,2204.0,1162.0,1616.0,366.0,20067.0,2271.0,18425.0,9235.0,1478.0,556.0,4189.0,7389.0,457.0,53.0,3019.0,1486.0,39160.0,29362.0,3019.0,2432.0,4281.0,67414.0,2278.0,3800.0,81.0,27.0,5.0,39.0,12.0,58.0,3.0,2.0,254.0,67414.0,2278.0,31527.0,555.0,1417.0,2252.0,4964.0,6829.0,6859.0,2421.0,15782.0,1367.0,39107.0,1367.0,4633.0,199.0,2491.0,152.0,200.0,2221.0,6360.0,1879.0,1145.0,272.0,359.0,83.0,784.0,1216.0,1464.0,2547.0,1516.0,211.0,440.0,1002.0,1.0,4324.0
23,7,73,7301,318357,343915,40814,74216,453817,54963,8966,89829.0,53535.0,143.0,359.0,56.0,185.0,333.0,1650.0,3046.0,44269.0,94983.0,6223.0,3661.0,9882.0,10274.0,16369.0,14582.0,45069.0,14168.0,8924.0,4720.0,13546.0,6223.0,5379.0,4368.0,2230.0,3164.0,570.0,42851.0,3763.0,33315.0,18388.0,2537.0,662.0,8152.0,18420.0,1029.0,155.0,6223.0,3309.0,76725.0,61303.0,6223.0,4885.0,9298.0,134716.0,5122.0,8471.0,135.0,36.0,6.0,60.0,17.0,46.0,16.0,8.0,503.0,134716.0,5122.0,65115.0,1173.0,2550.0,3949.0,11684.0,13949.0,12026.0,4896.0,30862.0,2932.0,77366.0,2932.0,10930.0,180.0,4669.0,205.0,248.0,4869.0,12360.0,4261.0,2181.0,674.0,687.0,242.0,1760.0,2460.0,2501.0,4980.0,2870.0,451.0,915.0,2088.0,1.0,9306.0
24,7,74,7401,188078,213842,26880,48438,268886,39027,2469,63978.0,27141.0,84.0,154.0,19.0,85.0,182.0,388.0,1571.0,27373.0,60513.0,3852.0,1864.0,6362.0,6826.0,10404.0,9503.0,27129.0,8709.0,6091.0,3077.0,8909.0,3852.0,2740.0,2844.0,1433.0,2005.0,358.0,27393.0,3266.0,19182.0,14065.0,1827.0,556.0,4802.0,9789.0,556.0,65.0,3852.0,1609.0,47462.0,39768.0,3852.0,2520.0,3887.0,86452.0,3263.0,3509.0,46.0,13.0,5.0,11.0,9.0,34.0,5.0,7.0,248.0,86452.0,3263.0,36849.0,737.0,1658.0,3622.0,7261.0,10184.0,9393.0,2812.0,19540.0,1546.0,52812.0,1546.0,4352.0,213.0,2261.0,167.0,170.0,2993.0,6922.0,2539.0,1326.0,368.0,381.0,100.0,887.0,1409.0,2853.0,3190.0,1989.0,229.0,545.0,1327.0,1.0,5022.0
25,8,81,8101,590595,645089,81171,121471,872792,126639,14823,112011.0,103987.0,462.0,564.0,61.0,247.0,632.0,2507.0,3103.0,75363.0,137407.0,6768.0,4036.0,11336.0,17965.0,29783.0,27347.0,63690.0,28736.0,14924.0,5412.0,11709.0,6768.0,5904.0,4851.0,2701.0,3579.0,831.0,37538.0,5687.0,47356.0,18641.0,5854.0,2653.0,18358.0,58890.0,5133.0,1415.0,6768.0,3319.0,123510.0,88104.0,6768.0,5192.0,19558.0,198892.0,5124.0,17970.0,189.0,54.0,33.0,125.0,47.0,103.0,36.0,24.0,977.0,198892.0,5124.0,91954.0,1491.0,4055.0,7791.0,33527.0,18078.0,20741.0,7684.0,35065.0,3188.0,122886.0,3188.0,736.0,454.0,6009.0,454.0,461.0,7499.0,16063.0,5632.0,4271.0,1838.0,1554.0,775.0,4594.0,4107.0,6268.0,10614.0,7567.0,1173.0,2229.0,3209.0,65.0,11928.0
26,8,81,8102,538642,592211,83967,140817,765190,79850,2352,68167.0,45461.0,66.0,263.0,29.0,19.0,37.0,319.0,1901.0,37599.0,71286.0,5018.0,2359.0,8219.0,9697.0,14583.0,12869.0,34877.0,8587.0,6267.0,3297.0,9675.0,5018.0,3173.0,3348.0,1901.0,2852.0,494.0,31137.0,3338.0,26782.0,15682.0,1565.0,1415.0,8490.0,11740.0,403.0,59.0,5018.0,2038.0,57647.0,50419.0,5018.0,3178.0,13755.0,99428.0,3079.0,12915.0,155.0,49.0,9.0,31.0,12.0,22.0,16.0,6.0,540.0,99428.0,3079.0,40924.0,660.0,2146.0,4973.0,11424.0,13905.0,9961.0,3951.0,26121.0,2197.0,70335.0,2197.0,1669.0,329.0,3945.0,242.0,234.0,4299.0,6139.0,3546.0,1256.0,429.0,406.0,136.0,814.0,2796.0,3171.0,3212.0,1836.0,246.0,658.0,907.0,24.0,7436.0
27,8,81,8103,338398,379147,49574,85117,500613,66332,2396,36247.0,47929.0,55.0,164.0,25.0,31.0,60.0,366.0,1061.0,27891.0,53397.0,3096.0,1554.0,5099.0,6777.0,10783.0,10013.0,25409.0,9004.0,5308.0,2328.0,5741.0,3096.0,2380.0,1965.0,1225.0,1818.0,370.0,18384.0,2365.0,21616.0,7454.0,1878.0,878.0,6638.0,15472.0,1192.0,262.0,3096.0,1325.0,46173.0,34765.0,3096.0,1904.0,7523.0,76489.0,1926.0,7060.0,54.0,16.0,3.0,7.0,6.0,31.0,7.0,5.0,334.0,76489.0,1926.0,34357.0,556.0,1496.0,3127.0,9927.0,8462.0,7325.0,2586.0,16801.0,1301.0,48228.0,1301.0,252.0,174.0,2371.0,104.0,154.0,3723.0,6386.0,2251.0,1293.0,514.0,549.0,229.0,1333.0,1828.0,1700.0,3163.0,2556.0,281.0,753.0,1698.0,1.0,5096.0
28,8,81,8108,566598,613828,96656,156516,801725,79338,8845,39118.0,89681.0,169.0,379.0,29.0,54.0,203.0,818.0,1357.0,44973.0,79843.0,5058.0,1934.0,10018.0,10445.0,17282.0,14800.0,34613.0,15255.0,8503.0,3978.0,8860.0,5058.0,2996.0,4440.0,2331.0,3100.0,639.0,30545.0,2207.0,27338.0,11103.0,2173.0,921.0,10190.0,26628.0,2909.0,552.0,5058.0,1674.0,70234.0,53767.0,5058.0,2749.0,12562.0,116966.0,2280.0,11836.0,98.0,29.0,17.0,32.0,11.0,45.0,14.0,2.0,478.0,116966.0,2280.0,54096.0,665.0,2296.0,4449.0,13906.0,12314.0,8969.0,3431.0,30266.0,1416.0,73335.0,1416.0,607.0,323.0,4228.0,297.0,305.0,6115.0,9566.0,3643.0,2147.0,785.0,1003.0,403.0,2371.0,2749.0,3345.0,5289.0,3725.0,454.0,1034.0,2418.0,1.0,6249.0
