,Metric,Current_Comuna,Region,Codigo_region,Comuna,Codigo_comuna,Poblacion,Casos_incrementales,Casos_nuevos,Superficie_km2,IM_interno,IM_externo,IM,Fallecidos_totales,Fallecidos_nuevos,Positividad,Dosis_unica,Primera_dosis,Segunda_dosis,Tercera_dosis,Cuarta_dosis
362,non-nan_samples,Llaillay,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
363,missing_samples,Llaillay,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
364,min_date,Llaillay,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
365,max_date,Llaillay,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
366,n_unique_vals,Los Andes,1,1,1,1,,,,,,,,,,,,,,,
367,total_samples,Los Andes,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
368,non-nan_samples,Los Andes,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
369,missing_samples,Los Andes,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
370,min_date,Los Andes,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
371,max_date,Los Andes,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
372,n_unique_vals,Nogales,1,1,1,1,,,,,,,,,,,,,,,
373,total_samples,Nogales,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
374,non-nan_samples,Nogales,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
375,missing_samples,Nogales,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
376,min_date,Nogales,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
377,max_date,Nogales,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
378,n_unique_vals,Olmue,1,1,1,1,,,,,,,,,,,,,,,
379,total_samples,Olmue,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
380,non-nan_samples,Olmue,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
381,missing_samples,Olmue,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
382,min_date,Olmue,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
383,max_date,Olmue,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
384,n_unique_vals,Panquehue,1,1,1,1,,,,,,,,,,,,,,,
385,total_samples,Panquehue,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
386,non-nan_samples,Panquehue,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
387,missing_samples,Panquehue,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
388,min_date,Panquehue,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
389,max_date,Panquehue,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
390,n_unique_vals,Papudo,1,1,1,1,,,,,,,,,,,,,,,
391,total_samples,Papudo,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
392,non-nan_samples,Papudo,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
393,missing_samples,Papudo,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
394,min_date,Papudo,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
395,max_date,Papudo,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
396,n_unique_vals,Petorca,1,1,1,1,,,,,,,,,,,,,,,
397,total_samples,Petorca,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
398,non-nan_samples,Petorca,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
399,missing_samples,Petorca,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
400,min_date,Petorca,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
401,max_date,Petorca,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
402,n_unique_vals,Puchuncavi,1,1,1,1,,,,,,,,,,,,,,,
403,total_samples,Puchuncavi,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
404,non-nan_samples,Puchuncavi,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
405,missing_samples,Puchuncavi,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
406,min_date,Puchuncavi,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
407,max_date,Puchuncavi,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
408,n_unique_vals,Putaendo,1,1,1,1,,,,,,,,,,,,,,,
409,total_samples,Putaendo,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
410,non-nan_samples,Putaendo,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
411,missing_samples,Putaendo,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
412,min_date,Putaendo,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
413,max_date,Putaendo,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
414,n_unique_vals,Quillota,1,1,1,1,,,,,,,,,,,,,,,
415,total_samples,Quillota,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
416,non-nan_samples,Quillota,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
417,missing_samples,Quillota,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
418,min_date,Quillota,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
419,max_date,Quillota,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
420,n_unique_vals,Quilpue,1,1,1,1,,,,,,,,,,,,,,,
421,total_samples,Quilpue,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
422,non-nan_samples,Quilpue,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
423,missing_samples,Quilpue,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
424,min_date,Quilpue,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
425,max_date,Quilpue,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
426,n_unique_vals,Quintero,1,1,1,1,,,,,,,,,,,,,,,
427,total_samples,Quintero,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
428,non-nan_samples,Quintero,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
429,missing_samples,Quintero,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
430,min_date,Quintero,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
431,max_date,Quintero,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
432,n_unique_vals,Rinconada,1,1,1,1,,,,,,,,,,,,,,,
433,total_samples,Rinconada,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
434,non-nan_samples,Rinconada,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
435,missing_samples,Rinconada,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
436,min_date,Rinconada,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
437,max_date,Rinconada,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
438,n_unique_vals,San Antonio,1,1,1,1,,,,,,,,,,,,,,,
439,total_samples,San Antonio,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
440,non-nan_samples,San Antonio,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
441,missing_samples,San Antonio,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
442,min_date,San Antonio,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
443,max_date,San Antonio,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
444,n_unique_vals,San Esteban,1,1,1,1,,,,,,,,,,,,,,,
445,total_samples,San Esteban,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
446,non-nan_samples,San Esteban,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
447,missing_samples,San Esteban,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
448,min_date,San Esteban,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
449,max_date,San Esteban,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
450,n_unique_vals,San Felipe,1,1,1,1,,,,,,,,,,,,,,,
451,total_samples,San Felipe,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
452,non-nan_samples,San Felipe,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
453,missing_samples,San Felipe,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
454,min_date,San Felipe,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
455,max_date,San Felipe,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
456,n_unique_vals,Santa Maria,1,1,1,1,,,,,,,,,,,,,,,
457,total_samples,Santa Maria,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
458,non-nan_samples,Santa Maria,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
459,missing_samples,Santa Maria,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
460,min_date,Santa Maria,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
461,max_date,Santa Maria,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
462,n_unique_vals,Santo Domingo,1,1,1,1,,,,,,,,,,,,,,,
463,total_samples,Santo Domingo,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
464,non-nan_samples,Santo Domingo,899,899,899,899,899,249,249,899,384,384,384,226,226,103,596,596,596,596,596
465,missing_samples,Santo Domingo,0,0,0,0,0,650,650,0,515,515,515,673,673,796,303,303,303,303,303
466,min_date,Santo Domingo,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
467,max_date,Santo Domingo,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
468,n_unique_vals,Valparaiso,1,1,1,1,,,,,,,,,,,,,,,
469,total_samples,Valparaiso,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
470,non-nan_samples,Valparaiso,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
471,missing_samples,Valparaiso,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
