,Codigo_region,Codigo_provincia,Codigo_comuna,PERSONAS,HOMBRES,MUJERES,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS,INMIGRANTES,LugarNacimiento_Enestacomuna,LugarNacimiento_Enotracomuna,LugarNacimiento_Peru,LugarNacimiento_Argentina,LugarNacimiento_Bolivia,LugarNacimiento_Ecuador,LugarNacimiento_Colombia,LugarNacimiento_Otro,LugarNacimiento_Missing,EducacionFormal_Si,EducacionFormal_Noasisteactualmente,EducacionFormal_Nuncaasistio,EducacionFormal_Missing,UltimoAñoEscolarAprobado_0,UltimoAñoEscolarAprobado_1°,UltimoAñoEscolarAprobado_2°,UltimoAñoEscolarAprobado_3°,UltimoAñoEscolarAprobado_4°,UltimoAñoEscolarAprobado_5°,UltimoAñoEscolarAprobado_6°,UltimoAñoEscolarAprobado_7°,UltimoAñoEscolarAprobado_8°,UltimoAñoEscolarAprobado_Noaplica,UltimoAñoEscolarAprobado_Missing,NivelEducacional_SalaCuna_JardinInfantil,NivelEducacional_Prekinder,NivelEducacional_Kinder,NivelEducacional_Especial_Diferencial,NivelEducacional_EducacionBasica,NivelEducacional_Primaria_Preparatorio,NivelEducacional_CientificoHumanista,NivelEducacional_TecnicaProfesional,NivelEducacional_Humanidades,NivelEducacional_Tecnica_ComercialIndustrialNormalista,NivelEducacional_TecnicoSuperior,NivelEducacional_Profesional,NivelEducacional_Magister,NivelEducacional_Doctorado,NivelEducacional_Noaplica,NivelEducacional_Missing,NivelEducacionalCompleto_Si,NivelEducacionalCompleto_No,NivelEducacionalCompleto_Noaplica,NivelEducacionalCompleto_Missing,PertenenciaComunidadIndigena_Si,PertenenciaComunidadIndigena_No,PertenenciaComunidadIndigena_Missing,ComunidadIndigena_Mapuche,ComunidadIndigena_Aymara,ComunidadIndigena_RapaNui,ComunidadIndigena_LicanAntai,ComunidadIndigena_Quechua,ComunidadIndigena_Colla,ComunidadIndigena_Diaguita,ComunidadIndigena_Kawesqar,ComunidadIndigena_YaganoYamana,ComunidadIndigena_OtroPueblo,ComunidadIndigena_Noaplica,ComunidadIndigena_Missing,TrabajoSemanaAnterior_PorPago,TrabajoSemanaAnterior_SinPago,TrabajoSemanaAnterior_Empleado_VacacionesLicenciaDescanso,TrabajoSemanaAnterior_BuscandoEmpleo,TrabajoSemanaAnterior_Estudiando,TrabajoSemanaAnterior_QuehaceresHogar,TrabajoSemanaAnterior_Jubilado_Pensionado_Rentista,TrabajoSemanaAnterior_OtraSituacion,TrabajoSemanaAnterior_NoAplica,TrabajoSemanaAnterior_Missing,ActividadEconomica_Agricultura_Ganaderia_Silvicultura_Pesca,ActividadEconomica_ExplotacionMinas_Canteras,ActividadEconomica_Industrias_Manufactureras,ActividadEconomica_SuministroElectricidad_Gas_Vapor_AireAcondicionado,ActividadEconomica_SuministroAgua_EvacuacionAguasResiduales_GestionDesechosDescontaminacion,ActividadEconomica_Construccion,ActividadEconomica_Comercio_ReparacionVehiculosAutomotoresMotocicletas,ActividadEconomica_Transporte_Almacenamiento,ActividadEconomica_ActividadesAlojamiento_ServiciosComidas,ActividadEconomica_Informacion_Comunicaciones,ActividadEconomica_ActividadesFinancieras_Seguros,ActividadEconomica_ActividadesInmobiliarias,ActividadEconomica_ActividadesProfesionales_Cientificas_Tecnicas,ActividadEconomica_ActividadesServiciosAdministrativos_Apoyo,ActividadEconomica_AdministracionPublica_Defensa_PlanesSeguirdadSocialAfiliacionObligatoria,ActividadEconomica_Ensenanza,ActividadEconomica_ActividadesAtencionSaludHumana_AsistenciaSocial,ActividadEconomica_ActividadesArtisticas_Entretenimiento_Recreativas,ActividadEconomica_OtrasActividadesServicios,ActividadEconomica_ActividadesHogaresComoEmpleadores_ActividadesNoDiferenciadasHogaresComoProductoresBienesyServiciosUsoPropio,ActividadEconomica_ActividadesOrganizaciones_OrganosExtraterritoriales,ActividadEconomica_RamaNoDeclarada,ActividadEconomica_NoAplica,ActividadEconomica_Missing
171,8,83,8312,14134,6807,7214,618,1296,8840,1667,0,9306,4464,5.0,12.0,1.0,4.0,18.0,324.0,,3898,9272,649,315.0,852,1033,1474,1348,4282,1061,1094,483,1517,649,341.0,367,214,261,55,5058,631,3786,987,151,52,654.0,1006.0,37.0,3.0,649.0,223.0,6860,6308,649,317,642,13006,486.0,586,9,5,8.0,1.0,33.0,13006.0,486.0,,,,,4637,135,223,559.0,1016.0,2190.0,1846.0,365.0,2881.0,282.0,8857,282,595,34,455.0,47.0,13.0,434.0,624.0,280.0,115.0,28.0,15.0,2.0,54.0,130.0,307.0,401.0,239.0,18.0,36.0,228.0,940.0,
172,8,83,8313,21198,10324,10623,948,1699,13617,2976,23,14403,6337,9.0,19.0,5.0,2.0,4.0,57.0,362.0,5345,14157,1271,425.0,1009,1476,2269,2201,6181,1604,1628,734,2167,1271,658.0,355,283,364,59,7816,901,5429,1343,333,97,902.0,1584.0,50.0,1.0,1271.0,410.0,9616,9748,1271,563,1025,19548,625.0,930,10,1,1.0,1.0,10.0,1.0,2.0,69.0,19548.0,625.0,,6751,401,301,759.0,1433.0,3365.0,3112.0,862.0,3804.0,410.0,13335,410,1152,19,597.0,21.0,36.0,573.0,894.0,414.0,295.0,33.0,30.0,10.0,82.0,239.0,548.0,495.0,273.0,25.0,71.0,223.0,1.0,1422.0
173,8,83,8314,5923,3036,2887,607,970,3758,387,30,3438,2249,2.0,19.0,3.0,1.0,7.0,10.0,194.0,1934,2912,902,175.0,375,454,556,432,1190,403,501,312,590,902,208.0,136,71,168,5,2783,43,634,678,7,2,144.0,187.0,8.0,1.0,902.0,154.0,1848,2961,902,212,4986,838,99.0,896,2,1,2.0,4085.0,838.0,99.0,,,,,,1457,169,64,228.0,269.0,1384.0,318.0,162.0,1710.0,162.0,4071,162,330,11,51.0,8.0,9.0,182.0,119.0,40.0,68.0,4.0,2.0,15.0,68.0,164.0,157.0,55.0,15.0,13.0,50.0,329.0,,
174,9,91,9101,282415,133409,147970,17365,28279,195716,27244,2709,144634,127956,274.0,2009.0,64.0,205.0,455.0,1919.0,4899.0,94668,171235,10443,6069.0,17591,21442,34085,30781,82768,34317,16528,7674,17553,10443,9233.0,7612,4148,5611,975,58394,6524,56170,37154,6154,2278,19162.0,56943.0,4724.0,991.0,10443.0,5132.0,152295,111380,10443,8297,68369,208211,5835.0,65857,167,58,25.0,72.0,29.0,88.0,41.0,18.0,2014.0,208211.0,5835.0,116249,2361,4994,9084.0,33791.0,25326.0,22491.0,7927.0,55441.0,4751.0,154060,4751,2187,176,6836.0,337.0,522.0,11685.0,21913.0,7789.0,4646.0,1919.0,1772.0,631.0,4449.0,5216.0,7457.0,12841.0,8461.0,1083.0,2320.0,4682.0,5.0,16677.0
175,9,91,9102,24533,12041,12210,1579,2717,15312,3217,16,17736,6066,6.0,60.0,5.0,1.0,29.0,630.0,,7066,15146,1680,641.0,1486,1884,2521,2424,6330,1788,1939,874,2508,1680,1099.0,618,294,558,89,10171,818,4654,2620,255,71,773.0,1209.0,41.0,4.0,1680.0,678.0,9499,12404,1680,950,10038,13909,586.0,9831,16,2,1.0,2.0,1.0,185.0,13909.0,586.0,,,,7514,1030,342,594.0,1631.0,4047.0,2424.0,854.0,5431.0,666.0,14981,666,2188,17,286.0,9.0,38.0,789.0,1051.0,531.0,278.0,27.0,14.0,2.0,69.0,230.0,399.0,631.0,297.0,39.0,85.0,270.0,1636.0,
176,9,91,9103,17526,8536,8577,901,1524,10591,2622,54,11228,5732,8.0,158.0,4.0,5.0,37.0,354.0,,4524,11636,953,413.0,982,1172,1801,1699,4915,1187,1613,700,1949,953,555.0,400,234,342,27,6481,1004,3821,1900,294,63,601.0,1024.0,41.0,7.0,953.0,334.0,7903,8212,953,458,5438,11751,337.0,5290,4,1,1.0,4.0,1.0,137.0,11751.0,337.0,,,,5592,408,257,508.0,1133.0,3068.0,2230.0,559.0,3444.0,327.0,10942,327,1251,14,247.0,29.0,36.0,880.0,584.0,228.0,147.0,26.0,6.0,8.0,49.0,237.0,297.0,484.0,213.0,26.0,57.0,278.0,1160.0,
177,9,91,9104,7489,3763,3637,586,919,4543,835,118,5004,2031,1.0,249.0,1.0,2.0,36.0,165.0,,2112,4698,430,249.0,527,564,746,791,1744,516,529,344,940,430,358.0,235,115,175,18,3275,222,1167,944,36,14,238.0,351.0,17.0,2.0,430.0,250.0,3017,3708,430,334,4946,2401,142.0,4878,3,1,1.0,63.0,2401.0,142.0,,,,,,2393,317,167,178.0,365.0,1250.0,654.0,248.0,1745.0,172.0,4440,172,419,5,144.0,1.0,11.0,415.0,250.0,102.0,131.0,7.0,4.0,6.0,39.0,120.0,184.0,224.0,83.0,29.0,23.0,79.0,601.0,
178,9,91,9105,24606,12391,12173,1242,2623,15594,2924,24,15199,8739,9.0,100.0,5.0,3.0,6.0,37.0,508.0,6700,15889,1288,729.0,1214,1877,2727,2400,6527,1681,1879,1076,2945,1288,992.0,440,280,478,95,9835,966,4429,3464,264,100,966.0,1327.0,57.0,15.0,1288.0,602.0,10492,11988,1288,838,13317,10794,495.0,13129,10,1,2.0,9.0,2.0,164.0,10794.0,495.0,,,,8074,729,359,693.0,1896.0,4221.0,2353.0,730.0,4927.0,624.0,14820,624,2522,16,499.0,13.0,34.0,798.0,1004.0,445.0,211.0,35.0,25.0,6.0,103.0,298.0,323.0,483.0,251.0,33.0,80.0,345.0,1.0,1637.0
179,9,91,9106,11996,5949,5893,808,1377,7492,1428,5,9229,2438,3.0,9.0,5.0,3.0,9.0,300.0,,3329,7108,1195,364.0,682,870,1220,1202,2865,774,843,503,1263,1195,579.0,239,175,259,31,4935,340,2170,1334,104,24,314.0,498.0,20.0,1.0,1195.0,357.0,4458,5862,1195,481,8307,3493,196.0,8210,3,3,1.0,1.0,1.0,88.0,3493.0,196.0,,,,3161,422,170,416.0,710.0,2306.0,1288.0,456.0,2717.0,350.0,7893,350,841,4,142.0,5.0,20.0,210.0,336.0,169.0,102.0,12.0,5.0,1.0,18.0,92.0,237.0,300.0,123.0,12.0,23.0,119.0,982.0,
180,9,91,9107,14414,6905,7450,675,1270,9270,2196,38,9094,4873,3.0,92.0,5.0,2.0,10.0,41.0,294.0,3893,9616,606,299.0,832,1093,1475,1434,4095,1062,1317,559,1429,606,512.0,368,181,274,43,4979,696,3026,1852,306,88,632.0,1029.0,37.0,5.0,606.0,292.0,6547,6780,606,481,2701,11344,369.0,2601,10,1,3.0,1.0,1.0,84.0,11344.0,369.0,,,,4949,302,247,508.0,1135.0,2061.0,1916.0,406.0,2633.0,257.0,8659,257,1079,6,423.0,12.0,23.0,425.0,634.0,373.0,139.0,20.0,12.0,2.0,69.0,195.0,277.0,351.0,193.0,22.0,39.0,160.0,1044.0,
181,9,91,9108,38013,18227,19371,2269,4044,24702,3598,59,23669,13015,9.0,151.0,4.0,8.0,19.0,99.0,1039.0,11464,22898,2158,1493.0,2462,2691,4155,3686,11120,2754,2218,1241,3562,2158,1966.0,1013,549,879,122,12078,982,8546,5052,483,115,1779.0,2946.0,155.0,14.0,2158.0,1142.0,17658,16471,2158,1726,14558,22431,1024.0,14192,11,4,7.0,5.0,8.0,4.0,327.0,22431.0,1024.0,,,12699,536,587,1303.0,2942.0,5665.0,3350.0,1359.0,8439.0,1133.0,23058,1133,1235,30,1186.0,58.0,56.0,1189.0,1631.0,895.0,379.0,75.0,45.0,16.0,209.0,507.0,777.0,1017.0,530.0,61.0,145.0,486.0,3295.0,
182,9,91,9109,23612,11391,12017,1173,2383,14470,2770,21,14256,8771,5.0,111.0,2.0,1.0,8.0,58.0,400.0,6703,15210,1163,536.0,1547,1852,2584,2327,6454,1676,1853,844,2601,1163,711.0,681,334,518,112,8496,993,4433,3585,348,87,826.0,1508.0,64.0,4.0,1163.0,460.0,10454,11362,1163,633,7837,15347,428.0,7625,28,4,2.0,2.0,176.0,15347.0,428.0,,,,,7551,493,344,801.0,1685.0,3818.0,2686.0,821.0,5022.0,391.0,14833,391,1189,16,722.0,27.0,38.0,928.0,1028.0,459.0,243.0,36.0,26.0,6.0,102.0,278.0,355.0,622.0,276.0,34.0,98.0,277.0,1.0,1627.0
183,9,91,9110,6138,3060,3034,283,617,3770,871,48,4176,1676,1.0,141.0,3.0,5.0,16.0,120.0,,1604,4041,346,147.0,352,410,588,548,1673,433,539,233,697,346,319.0,139,76,137,10,2466,300,1389,516,51,18,209.0,338.0,19.0,2.0,346.0,122.0,2711,2900,346,181,3207,2818,113.0,3146,2,1,58.0,2818.0,113.0,,,,,,,1771,132,114,238.0,370.0,1196.0,789.0,201.0,1223.0,104.0,4017,104,344,4,92.0,12.0,11.0,186.0,174.0,70.0,76.0,9.0,1.0,2.0,20.0,92.0,156.0,143.0,78.0,11.0,8.0,64.0,464.0,
184,9,91,9111,32510,15707,16522,1903,3658,20646,3889,44,20816,10948,4.0,108.0,3.0,3.0,5.0,77.0,546.0,10196,19802,1893,619.0,2010,2750,3652,3530,9215,2369,2156,1129,2897,1893,909.0,819,432,741,98,11213,1094,6401,4494,448,171,1541.0,2484.0,68.0,5.0,1893.0,608.0,13929,15772,1893,916,18286,13780,444.0,18012,18,1,2.0,2.0,1.0,9.0,2.0,239.0,13780.0,444.0,,10527,926,426,942.0,2765.0,4898.0,3327.0,1046.0,7059.0,594.0,20037,594,1817,22,670.0,43.0,49.0,1177.0,1656.0,620.0,343.0,54.0,34.0,10.0,131.0,458.0,724.0,988.0,630.0,63.0,103.0,513.0,1774.0,
185,9,91,9112,76126,36962,39082,5225,9244,51013,6460,217,37491,36431,8.0,423.0,10.0,14.0,55.0,153.0,1541.0,24764,45272,4012,2078.0,5016,5693,8467,7643,22615,5872,4519,2484,6701,4012,3104.0,1984,1170,1815,236,24179,1948,14861,12265,836,330,3840.0,6468.0,260.0,37.0,4012.0,1885.0,35552,33789,4012,2773,37197,37547,1382.0,36569,34,19,2.0,9.0,5.0,13.0,2.0,4.0,540.0,37547.0,1382.0,27655,1156,1116,2560.0,6773.0,10013.0,5421.0,2344.0,17405.0,1683.0,44516,1683,2354,45,2003.0,77.0,137.0,3233.0,5129.0,2188.0,1194.0,300.0,207.0,56.0,559.0,1407.0,1523.0,2090.0,1210.0,152.0,454.0,1188.0,4421.0,
186,9,91,9113,6905,3353,3472,409,678,4432,715,0,4290,2517,1.0,15.0,5.0,4.0,6.0,67.0,,1958,4454,420,73.0,458,553,757,691,1859,496,573,292,712,420,94.0,198,100,158,16,2596,256,1665,732,70,18,271.0,326.0,7.0,2.0,420.0,70.0,2957,3428,420,100,3514,3347,44.0,3467,6,2,2.0,37.0,3347.0,44.0,,,,,,2337,77,105,211.0,565.0,1187.0,699.0,192.0,1491.0,41.0,4345,41,640,5,251.0,8.0,20.0,223.0,265.0,114.0,65.0,13.0,5.0,2.0,16.0,102.0,129.0,148.0,89.0,18.0,30.0,97.0,279.0,
187,9,91,9114,24837,12016,12732,1169,2307,16115,3328,48,13716,10395,2.0,145.0,3.0,6.0,10.0,52.0,508.0,7224,15979,1055,579.0,1525,1807,2824,2447,7239,1981,1829,860,2442,1055,828.0,671,333,511,77,7913,1072,5483,3103,539,91,1157.0,2226.0,85.0,4.0,1055.0,517.0,11786,11196,1055,800,8423,15864,550.0,8203,7,4,2.0,1.0,4.0,5.0,197.0,15864.0,550.0,,,8698,463,369,714.0,1997.0,3577.0,2686.0,827.0,4905.0,601.0,14706,601,1335,19,505.0,22.0,51.0,933.0,1208.0,565.0,254.0,41.0,25.0,7.0,170.0,308.0,525.0,697.0,389.0,31.0,100.0,352.0,1993.0,
188,9,91,9115,28523,14000,14308,1843,3085,19277,2643,803,14041,12450,48.0,587.0,5.0,29.0,37.0,725.0,601.0,7479,18846,1298,900.0,1695,1846,3383,2860,8403,2555,1816,881,2638,1298,1148.0,733,375,580,44,8161,569,6054,3915,391,110,1795.0,3394.0,310.0,41.0,1298.0,753.0,14751,11386,1298,1088,7959,19765,799.0,7674,20,10,4.0,3.0,11.0,8.0,6.0,2.0,221.0,19765.0,799.0,11900,450,704,904.0,1630.0,3102.0,2108.0,1207.0,5994.0,524.0,14945,524,521,46,616.0,31.0,46.0,1851.0,1741.0,476.0,1375.0,105.0,79.0,111.0,312.0,905.0,506.0,747.0,470.0,232.0,320.0,492.0,2072.0,
189,9,91,9116,12450,6105,6307,736,1332,7688,1854,18,9511,2569,8.0,15.0,1.0,7.0,6.0,10.0,323.0,3157,7990,906,397.0,713,915,1223,1259,3061,924,1044,574,1320,906,511.0,245,179,284,41,5571,530,1923,1482,125,44,283.0,478.0,30.0,3.0,906.0,326.0,4578,6496,906,470,9912,2275,263.0,9822,3,1,7.0,1.0,78.0,2275.0,263.0,,,,,3347,803,144,295.0,569.0,2560.0,1292.0,336.0,2706.0,398.0,7758,398,1358,4,132.0,3.0,28.0,318.0,406.0,157.0,219.0,10.0,6.0,2.0,22.0,135.0,243.0,294.0,137.0,20.0,33.0,126.0,641.0,
190,9,91,9117,15045,7398,7405,755,1312,9304,1954,8,8804,5923,1.0,51.0,2.0,1.0,5.0,14.0,244.0,3555,10251,952,287.0,857,1041,1444,1527,3564,1052,1338,744,2054,952,472.0,297,202,358,24,6837,749,2094,1977,146,64,444.0,566.0,17.0,3.0,952.0,315.0,6060,7613,952,420,7989,6825,231.0,7860,4,4,2.0,2.0,117.0,6825.0,231.0,,,,,4627,670,170,376.0,710.0,3170.0,1602.0,421.0,3061.0,238.0,9340,238,2292,4,186.0,7.0,26.0,388.0,531.0,183.0,122.0,13.0,8.0,2.0,26.0,119.0,231.0,328.0,156.0,17.0,31.0,185.0,612.0,
191,9,91,9118,9722,4851,4808,503,923,6006,1277,10,6838,2586,2.0,57.0,2.0,1.0,5.0,231.0,,2481,6553,516,172.0,554,732,971,995,2469,741,873,429,1185,516,257.0,215,139,192,26,4215,495,1533,1326,80,23,285.0,490.0,26.0,516.0,161.0,,3997,4960,516,249,4203,5371,148.0,4112,6,1,2.0,1.0,81.0,5371.0,148.0,,,,,3009,313,138,234.0,586.0,1979.0,1016.0,341.0,1972.0,134.0,6128,134,1077,5,127.0,3.0,16.0,217.0,363.0,118.0,132.0,15.0,10.0,3.0,35.0,111.0,217.0,337.0,87.0,9.0,29.0,91.0,458.0,
192,9,91,9119,28151,13725,14150,1779,3230,18495,2778,34,17004,10200,7.0,136.0,4.0,8.0,2.0,61.0,729.0,8566,17251,1558,776.0,1753,2095,3072,2669,7798,2090,1941,1033,2890,1558,1252.0,674,444,616,82,10131,756,4943,4472,231,76,1343.0,1987.0,102.0,16.0,1558.0,720.0,12661,12842,1558,1090,9863,17578,710.0,9657,4,11,1.0,6.0,2.0,182.0,17578.0,710.0,,,,9555,564,411,877.0,2275.0,4147.0,2442.0,875.0,6344.0,661.0,16960,661,1907,22,588.0,34.0,48.0,952.0,1276.0,663.0,218.0,57.0,38.0,17.0,168.0,350.0,501.0,774.0,358.0,48.0,85.0,449.0,1.0,1976.0
193,9,91,9120,55478,27015,28097,3446,5942,36491,5725,590,29882,23242,52.0,704.0,4.0,13.0,65.0,418.0,1098.0,15496,36055,2410,1517.0,3530,3990,6313,5550,16081,5012,3733,1757,5168,2410,1934.0,1509,797,1205,125,16677,1550,11327,8652,811,268,2630.0,5883.0,351.0,62.0,2410.0,1221.0,27620,23594,2410,1854,15047,39029,1402.0,14486,35,14,15.0,16.0,2.0,14.0,8.0,5.0,452.0,39029.0,1402.0,21381,877,1096,1741.0,3800.0,6888.0,4885.0,1858.0,11795.0,1157.0,30967,1157,1567,45,1790.0,73.0,65.0,2987.0,3360.0,1092.0,1228.0,183.0,193.0,131.0,520.0,1062.0,874.0,1863.0,907.0,166.0,381.0,956.0,3911.0,
194,9,91,9121,11611,5767,5835,741,1386,7279,1465,18,6442,4707,8.0,34.0,6.0,2.0,4.0,19.0,389.0,3810,6506,908,387.0,757,860,1213,1068,3014,753,789,480,1056,908,713.0,294,174,281,32,4692,287,1723,1737,72,23,381.0,573.0,20.0,5.0,908.0,409.0,4372,5772,908,559,8743,2579,289.0,8644,6,3,90.0,2579.0,289.0,,,,,,,3200,536,143,301.0,837.0,2044.0,967.0,442.0,2664.0,477.0,7255,477,927,4,128.0,7.0,55.0,298.0,380.0,163.0,102.0,16.0,9.0,4.0,37.0,90.0,200.0,275.0,129.0,9.0,35.0,119.0,1.0,891.0
195,9,92,9201,53262,25538,27618,3397,5813,34843,6058,141,33463,18521,32.0,86.0,5.0,28.0,57.0,124.0,946.0,15424,33982,2646,1210.0,3685,3755,6010,5413,15712,4705,3501,1598,4792,2646,1445.0,1652,863,1139,219,15996,1297,9978,8940,876,501,2922.0,4994.0,277.0,18.0,2646.0,944.0,26507,22580,2646,1529,6825,45390,1047.0,6469,28,6,8.0,14.0,8.0,11.0,3.0,278.0,45390.0,1047.0,,20692,515,928,1944.0,3597.0,6017.0,5528.0,1878.0,11381.0,782.0,30345,782,2834,72,1369.0,87.0,84.0,1543.0,3480.0,1230.0,697.0,129.0,149.0,30.0,302.0,826.0,1930.0,1857.0,1261.0,98.0,252.0,814.0,3091.0,
196,9,92,9202,24598,12001,12487,1488,2942,15794,2665,16,16691,7446,39.0,3.0,3.0,11.0,26.0,379.0,,7241,15232,1650,475.0,1654,1784,2633,2239,6575,1772,1653,1019,2934,1650,685.0,631,394,615,90,10082,535,5197,2581,226,66,700.0,1321.0,54.0,5.0,1650.0,451.0,10452,11853,1650,643,6588,17667,343.0,6404,8,2,3.0,2.0,6.0,1.0,5.0,157.0,17667.0,343.0,,8461,329,402,870.0,1492.0,3581.0,2447.0,1008.0,5611.0,397.0,15009,397,1451,29,583.0,16.0,28.0,683.0,1172.0,527.0,364.0,22.0,19.0,7.0,90.0,329.0,584.0,641.0,260.0,37.0,61.0,249.0,1.0,2039.0
197,9,92,9203,17413,8226,8915,819,1509,11000,2274,73,11579,5188,5.0,193.0,10.0,1.0,10.0,71.0,356.0,4662,11400,947,404.0,1068,1353,1870,1712,4754,1430,1183,592,1980,947,524.0,496,228,340,79,6093,604,3364,2439,256,133,666.0,1377.0,65.0,11.0,947.0,315.0,8052,7940,947,474,2438,14581,394.0,2278,13,1,1.0,2.0,5.0,1.0,137.0,14581.0,394.0,,,6047,322,247,535.0,1092.0,2695.0,2122.0,558.0,3503.0,292.0,10505,292,781,28,396.0,9.0,22.0,650.0,824.0,321.0,332.0,22.0,20.0,9.0,91.0,175.0,483.0,512.0,247.0,62.0,79.0,272.0,1281.0,
198,9,92,9204,7733,3760,3856,406,713,4797,863,0,5419,2158,1.0,17.0,1.0,3.0,134.0,,,2254,4616,605,258.0,512,513,755,711,1898,512,629,334,801,605,463.0,216,113,181,20,3132,256,1508,819,94,21,218.0,317.0,6.0,1.0,605.0,226.0,3024,3822,605,282,4047,3545,141.0,3955,8,5,1.0,78.0,3545.0,141.0,,,,,,2598,75,74,252.0,450.0,1095.0,962.0,258.0,1797.0,172.0,4814,172,690,3,67.0,1.0,8.0,124.0,230.0,102.0,72.0,7.0,19.0,125.0,388.0,182.0,87.0,14.0,16.0,47.0,565.0,,,
199,9,92,9205,10251,5241,4794,685,1087,6667,1043,31,7586,2198,2.0,139.0,3.0,4.0,12.0,307.0,,2507,6475,860,409.0,644,663,1062,933,2294,735,748,462,1397,860,453.0,253,118,266,35,4425,202,2105,770,53,30,315.0,484.0,25.0,2.0,860.0,308.0,4213,4756,860,422,5584,4342,325.0,5403,9,2,2.0,168.0,4342.0,325.0,,,,,,3102,473,144,326.0,417.0,2105.0,862.0,308.0,2235.0,279.0,6253,279,601,5,118.0,5.0,16.0,358.0,355.0,130.0,114.0,5.0,4.0,2.0,27.0,98.0,662.0,324.0,119.0,9.0,21.0,135.0,611.0,
200,9,92,9206,7265,3517,3591,296,609,4530,868,0,5031,1934,6.0,2.0,3.0,289.0,,,,2001,4410,564,290.0,382,468,728,664,1822,497,576,240,916,564,408.0,191,52,138,9,3173,220,1015,1063,51,22,222.0,275.0,6.0,1.0,564.0,263.0,2877,3481,564,343,2120,4919,226.0,2076,4,1,1.0,38.0,4919.0,226.0,,,,,,2472,181,98,192.0,407.0,1178.0,789.0,295.0,1421.0,232.0,4282,232,877,10,74.0,4.0,6.0,154.0,190.0,122.0,70.0,10.0,3.0,23.0,59.0,158.0,161.0,78.0,11.0,13.0,81.0,647.0,,
201,9,92,9207,9548,4886,4591,460,921,5904,1087,0,7581,1777,2.0,2.0,6.0,180.0,,,,2445,5830,1019,254.0,485,634,884,908,2194,680,878,364,1130,1019,372.0,245,85,154,21,4443,298,1400,1005,58,19,189.0,324.0,11.0,1019.0,277.0,,3357,4832,1019,340,4351,5048,149.0,4291,1,1,1.0,4.0,1.0,52.0,5048.0,149.0,,,,2739,291,134,334.0,435.0,1989.0,1024.0,291.0,2103.0,208.0,6176,208,764,1,125.0,15.0,145.0,275.0,140.0,97.0,13.0,3.0,1.0,16.0,65.0,216.0,206.0,97.0,5.0,13.0,112.0,855.0,,
202,9,92,9208,11779,5659,6095,701,1273,7430,1495,0,8153,3429,3.0,10.0,2.0,1.0,8.0,173.0,,3172,7698,730,179.0,805,845,1231,1265,2938,921,1073,456,1298,730,217.0,373,169,250,55,4966,400,2629,773,104,52,391.0,699.0,34.0,1.0,730.0,153.0,4843,5961,730,245,3305,8364,110.0,3199,8,1,1.0,1.0,11.0,1.0,83.0,8364.0,110.0,,,3735,237,171,384.0,675.0,2090.0,1402.0,420.0,2549.0,116.0,7520,116,750,6,165.0,10.0,13.0,316.0,574.0,254.0,124.0,11.0,11.0,1.0,61.0,91.0,298.0,405.0,155.0,16.0,48.0,161.0,673.0,
203,9,92,9209,10250,4942,5282,596,1086,6787,1109,31,5736,4229,2.0,16.0,3.0,2.0,34.0,228.0,,2908,6453,540,349.0,737,692,1051,1005,2904,698,760,346,1130,540,387.0,329,152,249,33,3817,363,2022,1493,101,35,403.0,500.0,14.0,1.0,540.0,198.0,4583,4778,540,349,1253,8769,228.0,1196,4,6,5.0,1.0,4.0,37.0,8769.0,228.0,,,,3749,94,154,343.0,643.0,1481.0,1062.0,319.0,2187.0,218.0,6035,218,1089,30,285.0,10.0,14.0,294.0,491.0,202.0,112.0,15.0,4.0,1.0,19.0,149.0,207.0,274.0,121.0,11.0,31.0,83.0,555.0,
204,9,92,9210,18843,8994,9790,980,1803,11875,2326,24,11839,6433,4.0,16.0,13.0,10.0,27.0,501.0,,5393,11715,1204,531.0,1235,1277,1978,1862,5091,1443,1504,657,1887,1204,705.0,579,226,422,77,6969,737,4312,1535,302,73,629.0,1307.0,47.0,5.0,1204.0,419.0,8113,8893,1204,633,5662,12686,495.0,5530,2,3,1.0,126.0,12686.0,495.0,,,,,,6294,320,286,596.0,1307.0,2540.0,2288.0,927.0,3896.0,389.0,11554,389,1244,4,274.0,7.0,20.0,409.0,920.0,331.0,172.0,22.0,25.0,5.0,70.0,160.0,565.0,631.0,374.0,28.0,73.0,371.0,1195.0,
205,9,92,9211,34182,16283,17679,1947,2955,21913,4031,43,22321,10924,10.0,97.0,4.0,5.0,9.0,108.0,704.0,9468,22033,1820,861.0,2109,2481,3791,3528,9548,2774,2360,1108,3479,1820,1184.0,958,415,720,114,10764,1166,7391,4155,647,195,1780.0,3141.0,149.0,11.0,1820.0,756.0,16346,14887,1820,1129,9301,24077,804.0,9122,14,4,3.0,2.0,1.0,3.0,4.0,1.0,147.0,24077.0,804.0,12260,435,597,1198.0,2623.0,4563.0,3749.0,1273.0,6771.0,713.0,20177,713,1646,24,722.0,33.0,51.0,823.0,1897.0,847.0,399.0,68.0,72.0,18.0,185.0,413.0,1220.0,1047.0,881.0,55.0,122.0,543.0,2226.0,
