,Codigo_region,Codigo_provincia,Codigo_comuna,PERSONAS,HOMBRES,MUJERES,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS,INMIGRANTES,LugarNacimiento_Enestacomuna,LugarNacimiento_Enotracomuna,LugarNacimiento_Peru,LugarNacimiento_Argentina,LugarNacimiento_Bolivia,LugarNacimiento_Ecuador,LugarNacimiento_Colombia,LugarNacimiento_Otro,LugarNacimiento_Missing,EducacionFormal_Si,EducacionFormal_Noasisteactualmente,EducacionFormal_Nuncaasistio,EducacionFormal_Missing,UltimoAñoEscolarAprobado_0,UltimoAñoEscolarAprobado_1°,UltimoAñoEscolarAprobado_2°,UltimoAñoEscolarAprobado_3°,UltimoAñoEscolarAprobado_4°,UltimoAñoEscolarAprobado_5°,UltimoAñoEscolarAprobado_6°,UltimoAñoEscolarAprobado_7°,UltimoAñoEscolarAprobado_8°,UltimoAñoEscolarAprobado_Noaplica,UltimoAñoEscolarAprobado_Missing,NivelEducacional_SalaCuna_JardinInfantil,NivelEducacional_Prekinder,NivelEducacional_Kinder,NivelEducacional_Especial_Diferencial,NivelEducacional_EducacionBasica,NivelEducacional_Primaria_Preparatorio,NivelEducacional_CientificoHumanista,NivelEducacional_TecnicaProfesional,NivelEducacional_Humanidades,NivelEducacional_Tecnica_ComercialIndustrialNormalista,NivelEducacional_TecnicoSuperior,NivelEducacional_Profesional,NivelEducacional_Magister,NivelEducacional_Doctorado,NivelEducacional_Noaplica,NivelEducacional_Missing,NivelEducacionalCompleto_Si,NivelEducacionalCompleto_No,NivelEducacionalCompleto_Noaplica,NivelEducacionalCompleto_Missing,PertenenciaComunidadIndigena_Si,PertenenciaComunidadIndigena_No,PertenenciaComunidadIndigena_Missing,ComunidadIndigena_Mapuche,ComunidadIndigena_Aymara,ComunidadIndigena_RapaNui,ComunidadIndigena_LicanAntai,ComunidadIndigena_Quechua,ComunidadIndigena_Colla,ComunidadIndigena_Diaguita,ComunidadIndigena_Kawesqar,ComunidadIndigena_YaganoYamana,ComunidadIndigena_OtroPueblo,ComunidadIndigena_Noaplica,ComunidadIndigena_Missing,TrabajoSemanaAnterior_PorPago,TrabajoSemanaAnterior_SinPago,TrabajoSemanaAnterior_Empleado_VacacionesLicenciaDescanso,TrabajoSemanaAnterior_BuscandoEmpleo,TrabajoSemanaAnterior_Estudiando,TrabajoSemanaAnterior_QuehaceresHogar,TrabajoSemanaAnterior_Jubilado_Pensionado_Rentista,TrabajoSemanaAnterior_OtraSituacion,TrabajoSemanaAnterior_NoAplica,TrabajoSemanaAnterior_Missing,ActividadEconomica_Agricultura_Ganaderia_Silvicultura_Pesca,ActividadEconomica_ExplotacionMinas_Canteras,ActividadEconomica_Industrias_Manufactureras,ActividadEconomica_SuministroElectricidad_Gas_Vapor_AireAcondicionado,ActividadEconomica_SuministroAgua_EvacuacionAguasResiduales_GestionDesechosDescontaminacion,ActividadEconomica_Construccion,ActividadEconomica_Comercio_ReparacionVehiculosAutomotoresMotocicletas,ActividadEconomica_Transporte_Almacenamiento,ActividadEconomica_ActividadesAlojamiento_ServiciosComidas,ActividadEconomica_Informacion_Comunicaciones,ActividadEconomica_ActividadesFinancieras_Seguros,ActividadEconomica_ActividadesInmobiliarias,ActividadEconomica_ActividadesProfesionales_Cientificas_Tecnicas,ActividadEconomica_ActividadesServiciosAdministrativos_Apoyo,ActividadEconomica_AdministracionPublica_Defensa_PlanesSeguirdadSocialAfiliacionObligatoria,ActividadEconomica_Ensenanza,ActividadEconomica_ActividadesAtencionSaludHumana_AsistenciaSocial,ActividadEconomica_ActividadesArtisticas_Entretenimiento_Recreativas,ActividadEconomica_OtrasActividadesServicios,ActividadEconomica_ActividadesHogaresComoEmpleadores_ActividadesNoDiferenciadasHogaresComoProductoresBienesyServiciosUsoPropio,ActividadEconomica_ActividadesOrganizaciones_OrganosExtraterritoriales,ActividadEconomica_RamaNoDeclarada,ActividadEconomica_NoAplica,ActividadEconomica_Missing
206,10,101,10101,245902,120715,124636,15434,29590,169701,17954,1987,128478,109368,219.0,1708.0,39.0,205.0,611.0,1157.0,4117.0,80179,150803,9682,5238.0,16805,19047,29677,25700,71041,23182,13834,7555,22058,9682,7321.0,7356,3821,5396,845,68908,5146,53859,30377,3213,1297,16746.0,32681.0,1956.0,234.0,9682.0,4385.0,126394,103199,9682,6627,52483,187813,5606.0,47798,314,73,19.0,84.0,27.0,136.0,114.0,38.0,3880.0,187813.0,5606.0,107203,2072,4862,7645.0,22052.0,21440.0,15601.0,7784.0,53499.0,3744.0,128021,3744,4360,182,7706.0,386.0,490.0,9749.0,19650.0,10096.0,5203.0,1270.0,1423.0,444.0,3275.0,5578.0,7535.0,7678.0,5361.0,652.0,1460.0,3069.0,4.0,18566.0
207,10,101,10102,33985,17104,16881,2194,4115,22292,4057,114,24117,8551,18.0,218.0,2.0,8.0,6.0,52.0,1013.0,9000,22277,1741,967.0,1914,2465,3431,3448,8615,2266,2863,1259,4772,1741,1211.0,694,457,749,62,14884,1162,7449,2622,218,60,1342.0,1697.0,67.0,5.0,1741.0,776.0,14853,16411,1741,980,10151,22860,974.0,9295,26,15,4.0,8.0,3.0,13.0,8.0,8.0,771.0,22860.0,974.0,12514,674,689,1038.0,2085.0,4958.0,3089.0,969.0,7238.0,731.0,19377,731,2734,51,1257.0,28.0,86.0,680.0,1553.0,970.0,391.0,37.0,21.0,10.0,131.0,391.0,575.0,786.0,392.0,53.0,80.0,268.0,3383.0,
208,10,101,10103,4023,2075,1752,128,322,2533,513,28,2636,1214,1.0,66.0,2.0,36.0,68.0,,,752,2975,201,95.0,167,241,429,335,979,341,407,157,600,201,166.0,68,37,59,5,1822,204,715,360,35,11,129.0,259.0,17.0,4.0,201.0,97.0,1767,1923,201,132,625,3279,119.0,573,5,5,1.0,3.0,38.0,3279.0,119.0,,,,,1389,238,97,102.0,109.0,857.0,377.0,111.0,670.0,73.0,2226,73,507,2,44.0,7.0,8.0,121.0,106.0,80.0,63.0,2.0,3.0,1.0,13.0,78.0,157.0,124.0,42.0,10.0,7.0,57.0,292.0,
209,10,101,10104,12261,5992,5950,555,1028,7848,1373,9,7524,4410,1.0,29.0,2.0,4.0,22.0,269.0,,3212,8112,669,268.0,656,937,1273,1221,3179,917,1082,540,1442,669,345.0,293,134,216,37,5231,589,2495,1079,183,33,430.0,604.0,25.0,3.0,669.0,240.0,5062,6199,669,331,2868,9164,229.0,2715,4,4,1.0,7.0,1.0,136.0,9164.0,229.0,,,,4634,235,217,252.0,731.0,1882.0,1295.0,443.0,2316.0,256.0,6919,256,1532,7,216.0,8.0,12.0,340.0,602.0,294.0,117.0,20.0,9.0,5.0,58.0,149.0,199.0,379.0,145.0,12.0,45.0,204.0,733.0,
210,10,101,10105,18428,8999,9270,994,1890,12057,1716,88,9140,8793,4.0,80.0,8.0,4.0,6.0,112.0,281.0,5252,11890,891,395.0,1175,1392,2078,1753,4957,1520,1224,709,2165,891,564.0,467,280,422,52,6885,476,3532,2296,176,61,928.0,1518.0,119.0,23.0,891.0,302.0,8566,8488,891,483,4646,13537,245.0,4383,16,4,2.0,3.0,12.0,10.0,3.0,213.0,13537.0,245.0,,7627,201,344,479.0,1241.0,2293.0,1503.0,584.0,3805.0,351.0,9905,351,1316,23,468.0,20.0,19.0,847.0,917.0,476.0,398.0,49.0,42.0,29.0,173.0,319.0,371.0,496.0,286.0,79.0,71.0,431.0,1342.0,
211,10,101,10106,17068,8526,8284,920,1642,10900,1962,13,10750,5983,6.0,43.0,1.0,7.0,23.0,255.0,,4364,11404,1023,277.0,902,1278,1712,1610,3900,1276,1518,707,2706,1023,436.0,341,212,341,39,7889,814,3358,1130,204,49,521.0,828.0,24.0,3.0,1023.0,292.0,7124,8529,1023,392,2753,13941,374.0,2552,4,4,1.0,3.0,189.0,13941.0,374.0,,,,,6517,555,259,275.0,1006.0,2725.0,1614.0,532.0,3390.0,195.0,9542,195,2140,9,298.0,10.0,12.0,425.0,1203.0,368.0,163.0,25.0,19.0,6.0,73.0,134.0,377.0,329.0,158.0,23.0,49.0,249.0,1261.0,
212,10,101,10107,17591,8572,8921,810,1701,11719,1699,21,9718,7322,10.0,77.0,2.0,1.0,5.0,46.0,410.0,4999,11336,761,495.0,1075,1323,1949,1690,5143,1426,1118,583,1907,761,616.0,458,251,351,71,6009,542,3683,2462,219,78,850.0,1384.0,74.0,1.0,761.0,397.0,8428,7811,761,591,5306,11817,468.0,4943,16,9,3.0,3.0,6.0,4.0,5.0,317.0,11817.0,468.0,,7188,161,331,588.0,1205.0,2163.0,1514.0,501.0,3571.0,369.0,9542,369,783,7,843.0,21.0,29.0,598.0,989.0,541.0,379.0,42.0,39.0,13.0,132.0,403.0,319.0,419.0,290.0,67.0,61.0,302.0,1403.0,
213,10,101,10108,14216,7174,6943,578,1217,9241,2037,0,9401,4484,45.0,2.0,1.0,9.0,274.0,,,3384,9914,608,310.0,751,916,1426,1354,3867,1058,1355,494,1992,608,395.0,291,169,285,23,6252,828,3313,877,148,38,422.0,661.0,18.0,3.0,608.0,280.0,6201,7004,608,403,3085,10821,310.0,2917,9,2,2.0,4.0,2.0,149.0,10821.0,310.0,,,,5302,378,281,334.0,733.0,2281.0,1633.0,461.0,2585.0,228.0,8027,228,1885,11,413.0,7.0,26.0,287.0,647.0,341.0,164.0,22.0,14.0,8.0,41.0,129.0,351.0,316.0,171.0,17.0,35.0,158.0,918.0,
214,10,101,10109,44578,21451,22374,3123,4904,29950,3595,696,20446,22114,76.0,335.0,15.0,36.0,98.0,718.0,740.0,13170,28742,1663,1003.0,3423,3048,5310,4342,11378,5558,3157,1531,3596,1663,1572.0,1618,798,973,147,11859,951,8478,4282,734,141,2811.0,8108.0,1014.0,123.0,1663.0,878.0,23903,17556,1663,1456,8262,34992,1324.0,7640,41,7,17.0,11.0,3.0,25.0,9.0,6.0,503.0,34992.0,1324.0,20710,463,986,1126.0,2913.0,3774.0,2898.0,1193.0,9809.0,706.0,21713,706,1580,26,1070.0,93.0,56.0,2021.0,2666.0,1062.0,1674.0,208.0,271.0,184.0,940.0,1092.0,1014.0,1646.0,1278.0,275.0,291.0,1159.0,5.0,3548.0
215,10,102,10201,43807,21368,22225,2668,5180,29452,4324,451,22963,19116,44.0,268.0,24.0,69.0,150.0,240.0,933.0,11828,29434,1568,977.0,2806,2733,4515,4291,12987,4132,3159,1434,4676,1568,1506.0,1152,635,968,213,13976,1194,8949,6243,503,202,2374.0,4598.0,295.0,37.0,1568.0,900.0,22968,17973,1568,1298,12445,30338,1024.0,7165,68,12,5.0,27.0,11.0,19.0,21.0,3.0,5114.0,30338.0,1024.0,19288,582,897,1331.0,2629.0,4366.0,3363.0,1509.0,9123.0,719.0,22321,719,1458,71,1488.0,94.0,83.0,1534.0,3539.0,1390.0,967.0,209.0,220.0,46.0,479.0,883.0,1291.0,1485.0,1068.0,173.0,205.0,628.0,3456.0,
216,10,102,10202,38991,18983,19925,2045,4165,25933,4541,207,25586,11915,10.0,144.0,5.0,38.0,68.0,195.0,1030.0,10629,25796,1455,1111.0,2375,2659,3927,3882,10709,3211,3028,1316,4695,1455,1734.0,1029,532,771,188,13764,1506,8475,4364,628,185,1680.0,3227.0,141.0,19.0,1455.0,1027.0,18908,17101,1455,1527,10922,27030,1039.0,6049,30,4,8.0,7.0,3.0,13.0,7.0,4.0,4797.0,27030.0,1039.0,15697,610,722,1215.0,2555.0,4401.0,3801.0,1312.0,7776.0,902.0,21060,902,2641,18,1098.0,21.0,62.0,1110.0,2121.0,1074.0,635.0,108.0,84.0,43.0,282.0,538.0,871.0,1303.0,837.0,81.0,146.0,538.0,3418.0,
217,10,102,10203,14858,7445,7413,858,1537,9877,1489,62,9062,5274,5.0,69.0,3.0,9.0,10.0,57.0,369.0,3980,9827,644,407.0,767,1051,1470,1432,3708,1115,1336,626,2121,644,588.0,322,168,263,46,6572,351,2360,2184,91,29,514.0,881.0,54.0,7.0,644.0,372.0,6614,7110,644,490,5778,8771,309.0,2443,14,2,2.0,5.0,7.0,1.0,3304.0,8771.0,309.0,,,5964,357,269,330.0,1018.0,2027.0,1139.0,508.0,2931.0,315.0,7953,315,1060,29,652.0,23.0,16.0,447.0,656.0,380.0,227.0,37.0,26.0,9.0,79.0,217.0,262.0,429.0,206.0,31.0,33.0,151.0,1620.0,
218,10,102,10204,3829,1850,1973,155,453,2445,502,11,2538,1221,13.0,1.0,14.0,42.0,,,,1044,2607,110,68.0,223,255,393,414,945,305,377,168,557,110,82.0,100,44,76,15,1667,250,834,245,26,9,163.0,225.0,2.0,2.0,110.0,61.0,1732,1909,110,78,1192,2593,44.0,613,5,1,7.0,566.0,2593.0,44.0,,,,,,1337,88,46,110.0,277.0,554.0,465.0,109.0,792.0,51.0,2307,51,297,175,6.0,92.0,75.0,69.0,26.0,9.0,3.0,2.0,11.0,55.0,94.0,149.0,55.0,9.0,6.0,42.0,296.0,,,
219,10,102,10205,13762,6893,6835,801,1640,9103,1372,53,7290,6150,20.0,69.0,11.0,8.0,28.0,186.0,,3706,9320,538,198.0,847,882,1394,1318,3671,905,1329,561,2065,538,252.0,329,209,299,28,6169,404,2560,1796,69,30,516.0,615.0,14.0,2.0,538.0,184.0,6334,6644,538,246,3903,9630,229.0,2761,16,4,1.0,6.0,5.0,1.0,2.0,1107.0,9630.0,229.0,,5324,304,285,356.0,793.0,1932.0,1064.0,500.0,2956.0,248.0,7601,248,928,29,633.0,7.0,29.0,518.0,705.0,441.0,242.0,20.0,15.0,2.0,66.0,182.0,169.0,319.0,161.0,34.0,36.0,156.0,1221.0,
220,10,102,10206,3921,1917,1914,170,296,2449,559,6,3037,800,22.0,6.0,56.0,,,,,912,2801,164,44.0,189,257,396,366,894,288,484,171,659,164,53.0,79,48,58,9,2011,196,534,510,11,6,113.0,132.0,10.0,164.0,40.0,,1651,2057,164,49,1251,2628,42.0,692,3,2,1.0,1.0,552.0,2628.0,42.0,,,,,1309,99,56,80.0,185.0,838.0,453.0,141.0,705.0,55.0,2402,55,387,5,114.0,1.0,3.0,159.0,87.0,86.0,36.0,3.0,1.0,6.0,35.0,78.0,68.0,57.0,6.0,4.0,25.0,303.0,,
221,10,102,10207,5385,2770,2612,255,546,3591,595,14,3836,1452,2.0,35.0,1.0,1.0,9.0,49.0,,1272,3829,246,38.0,293,373,488,557,1215,436,671,192,873,246,41.0,120,68,101,21,2623,359,696,636,23,13,160.0,260.0,16.0,5.0,246.0,38.0,2322,2777,246,40,2762,2580,43.0,1117,7,1,1.0,1636.0,2580.0,43.0,,,,,,1883,129,112,165.0,275.0,910.0,493.0,300.0,1086.0,32.0,3229,32,618,6,193.0,8.0,8.0,135.0,176.0,127.0,66.0,6.0,2.0,1.0,15.0,47.0,137.0,162.0,88.0,9.0,9.0,46.0,265.0,
222,10,102,10208,27192,13768,13247,1797,3586,18687,1662,281,14483,11795,33.0,154.0,6.0,13.0,126.0,115.0,467.0,7349,17833,1371,639.0,1755,1945,2729,2554,7110,2161,1918,986,3864,1371,799.0,708,392,647,65,11775,413,5256,3448,123,37,806.0,1534.0,64.0,9.0,1371.0,544.0,12279,12755,1371,787,13192,13541,459.0,5630,32,6,1.0,7.0,2.0,14.0,13.0,5.0,7482.0,13541.0,459.0,11498,372,677,1097.0,1315.0,3044.0,1324.0,1043.0,6329.0,493.0,14152,493,1974,50,1064.0,29.0,24.0,646.0,1584.0,864.0,451.0,99.0,40.0,8.0,127.0,452.0,509.0,837.0,478.0,66.0,82.0,232.0,2931.0,
223,10,102,10209,8352,4229,3965,311,740,5439,1025,9,5894,2109,1.0,66.0,4.0,10.0,268.0,,,1868,5862,344,278.0,385,441,757,734,1986,604,1124,296,1379,344,302.0,132,87,164,11,4296,372,1375,808,34,18,182.0,297.0,12.0,344.0,220.0,,3485,4258,344,265,3120,4970,262.0,1811,6,1,1.0,3.0,1298.0,4970.0,262.0,,,,,2911,304,134,195.0,321.0,1560.0,899.0,246.0,1595.0,187.0,4816,187,880,32,340.0,17.0,14.0,192.0,246.0,181.0,94.0,8.0,1.0,2.0,27.0,89.0,203.0,180.0,85.0,9.0,9.0,44.0,696.0,
224,10,102,10210,8088,3922,4132,359,858,5213,964,29,5837,2049,5.0,31.0,1.0,23.0,142.0,,,1921,5688,306,173.0,394,494,758,844,1957,740,986,325,1042,306,242.0,170,79,139,34,3802,366,1384,626,56,32,344.0,558.0,19.0,1.0,306.0,172.0,3493,4058,306,231,4024,3943,121.0,1432,9,2,5.0,2.0,3.0,3.0,1.0,2567.0,3943.0,121.0,,2532,416,167,181.0,377.0,1702.0,716.0,236.0,1588.0,173.0,4800,173,739,2,132.0,11.0,5.0,157.0,271.0,151.0,102.0,12.0,4.0,5.0,22.0,114.0,218.0,348.0,110.0,6.0,19.0,106.0,581.0,
225,10,103,10301,161460,76980,84156,9297,17084,109101,16791,758,100081,56316,76.0,878.0,25.0,65.0,189.0,691.0,3139.0,48765,102831,6419,3445.0,10329,11870,19678,17401,47040,14853,9418,4816,14351,6419,5285.0,4354,2395,3448,783,44233,4822,37209,17686,3096,766,11517.0,20271.0,1316.0,217.0,6419.0,2928.0,83387,66944,6419,4710,47257,111183,3020.0,44321,157,30,16.0,17.0,10.0,44.0,41.0,6.0,2615.0,111183.0,3020.0,67243,1342,2609,5089.0,13363.0,16451.0,14821.0,4991.0,32763.0,2788.0,87478,2788,3786,86,5004.0,484.0,243.0,6105.0,13007.0,5189.0,2753.0,777.0,836.0,218.0,2092.0,3219.0,3119.0,5650.0,3972.0,524.0,1008.0,3095.0,2.0,10025.0
226,10,103,10302,8999,4429,4065,335,686,5660,714,51,5207,3501,3.0,34.0,1.0,5.0,84.0,164.0,,2196,6038,485,280.0,438,647,979,836,2261,627,664,390,1354,485,318.0,149,108,177,24,3852,252,1966,839,94,20,347.0,476.0,11.0,4.0,485.0,195.0,3966,4292,485,256,2971,5823,205.0,2806,4,2,4.0,5.0,1.0,149.0,5823.0,205.0,,,,3459,163,176,202.0,565.0,1434.0,824.0,256.0,1751.0,169.0,5032,169,1332,3,298.0,13.0,13.0,264.0,215.0,114.0,131.0,10.0,4.0,36.0,87.0,131.0,149.0,115.0,18.0,14.0,156.0,695.0,,
227,10,103,10303,20369,9916,10324,1045,1886,12987,2562,42,12140,7753,4.0,79.0,4.0,1.0,2.0,58.0,328.0,5810,13079,1036,444.0,1255,1508,2282,2220,5132,1619,1513,750,2436,1036,618.0,568,294,380,65,7924,788,4572,1553,249,63,1052.0,1364.0,43.0,5.0,1036.0,413.0,8925,9811,1036,597,5602,14395,372.0,5331,6,6,7.0,2.0,12.0,1.0,237.0,14395.0,372.0,,,7481,262,293,529.0,1586.0,2779.0,2361.0,609.0,4081.0,388.0,11945,388,1921,10,639.0,11.0,14.0,606.0,1017.0,527.0,201.0,35.0,31.0,5.0,95.0,198.0,289.0,490.0,346.0,37.0,82.0,339.0,1143.0,
228,10,103,10304,11667,5758,5528,527,921,7216,1257,34,5558,5581,5.0,84.0,1.0,1.0,4.0,59.0,374.0,3225,7450,604,388.0,594,825,1381,1155,3110,702,714,469,1531,604,582.0,240,135,211,35,4537,319,2506,1400,105,26,569.0,570.0,43.0,5.0,604.0,362.0,5229,5333,604,501,3870,7460,337.0,3690,4,8,1.0,167.0,7460.0,337.0,,,,,,4135,183,207,271.0,775.0,1942.0,1123.0,493.0,2226.0,312.0,6830,312,1211,9,192.0,44.0,20.0,455.0,323.0,230.0,269.0,20.0,6.0,4.0,62.0,199.0,183.0,191.0,74.0,22.0,42.0,167.0,802.0,
229,10,103,10305,14085,6893,6920,656,1219,8948,1775,14,8160,5626,5.0,28.0,1.0,2.0,2.0,29.0,232.0,4045,8967,750,323.0,754,1137,1737,1353,3542,918,1039,479,1836,750,540.0,317,174,256,54,5407,598,3027,1369,193,43,665.0,831.0,48.0,8.0,750.0,345.0,6215,6631,750,489,4885,8864,336.0,4586,11,4,2.0,5.0,1.0,1.0,275.0,8864.0,336.0,,,4891,266,222,353.0,1122.0,2173.0,1633.0,418.0,2737.0,270.0,8436,270,1470,7,296.0,9.0,17.0,479.0,541.0,323.0,119.0,20.0,18.0,6.0,68.0,176.0,209.0,330.0,194.0,10.0,44.0,217.0,826.0,
230,10,103,10306,7512,3947,3457,238,566,4686,1029,4,5061,2199,2.0,15.0,5.0,9.0,221.0,,,1730,4927,568,287.0,305,557,745,755,1642,465,629,266,1087,568,493.0,130,49,122,18,3842,275,1014,833,40,20,152.0,190.0,12.0,3.0,568.0,244.0,2665,3967,568,312,5855,1511,146.0,5110,8,1,1.0,735.0,1511.0,146.0,,,,,,2337,542,94,119.0,360.0,1444.0,868.0,205.0,1318.0,225.0,4314,225,1085,3,141.0,2.0,9.0,233.0,343.0,93.0,116.0,6.0,6.0,2.0,12.0,46.0,97.0,108.0,47.0,5.0,20.0,131.0,468.0,
231,10,103,10307,10030,4906,4979,353,769,6369,1232,13,5236,4462,38.0,1.0,4.0,27.0,262.0,,,2545,6636,550,299.0,523,754,1113,1009,2558,680,737,379,1267,550,460.0,204,112,203,42,4115,465,1911,1043,91,25,444.0,516.0,30.0,5.0,550.0,274.0,4270,4827,550,383,4290,5485,255.0,3720,2,3,1.0,1.0,7.0,1.0,555.0,5485.0,255.0,,,3472,288,149,208.0,645.0,1620.0,1166.0,328.0,1885.0,269.0,5852,269,1104,6,216.0,11.0,9.0,263.0,468.0,159.0,104.0,14.0,11.0,3.0,44.0,123.0,149.0,230.0,129.0,12.0,28.0,144.0,682.0,
232,10,104,10401,5071,2793,1992,166,412,3347,337,9,2544,2381,3.0,40.0,3.0,51.0,49.0,,,964,3772,248,87.0,194,331,566,484,1415,430,349,152,811,248,91.0,58,51,85,5,2068,134,1119,407,24,17,293.0,450.0,36.0,7.0,248.0,69.0,2645,2101,248,77,1337,3653,81.0,1117,7,2,1.0,1.0,3.0,6.0,5.0,195.0,3653.0,81.0,,2425,157,154,85.0,179.0,706.0,295.0,132.0,883.0,55.0,2280,55,695,5,56.0,16.0,12.0,364.0,185.0,122.0,127.0,14.0,3.0,1.0,36.0,83.0,423.0,123.0,78.0,28.0,7.0,38.0,320.0,
233,10,104,10402,2623,1291,1178,99,210,1760,235,84,1229,1156,3.0,155.0,39.0,41.0,,,,584,1836,141,62.0,140,163,287,263,744,245,155,76,347,141,62.0,51,36,53,2,892,40,654,200,19,6,156.0,295.0,23.0,3.0,141.0,52.0,1421,993,141,68,487,2093,43.0,450,3,3,2.0,1.0,2.0,26.0,2093.0,43.0,,,,1270,99,67,40.0,103.0,282.0,168.0,72.0,478.0,44.0,1143,44,177,5,30.0,8.0,9.0,241.0,148.0,38.0,102.0,12.0,7.0,3.0,35.0,57.0,175.0,100.0,55.0,17.0,16.0,34.0,167.0,
234,10,104,10403,8944,4658,4214,488,1134,5938,840,8,5652,3147,2.0,20.0,1.0,3.0,26.0,93.0,,2362,5983,455,144.0,545,614,925,868,2366,722,713,361,1185,455,190.0,259,114,169,13,3998,305,1804,808,33,15,339.0,489.0,24.0,3.0,455.0,116.0,3928,4401,455,160,3109,5743,92.0,2879,2,2,2.0,5.0,9.0,210.0,5743.0,92.0,,,,3357,209,188,224.0,392.0,1450.0,732.0,301.0,1991.0,100.0,5090,100,897,2,161.0,11.0,22.0,366.0,382.0,218.0,169.0,13.0,3.0,1.0,52.0,83.0,308.0,298.0,109.0,11.0,20.0,68.0,560.0,
235,10,104,10404,1711,865,806,44,97,1102,196,32,948,680,60.0,1.0,13.0,9.0,,,,377,1253,66,15.0,96,139,191,159,463,163,111,57,252,66,14.0,42,24,30,4,687,54,407,109,18,9,79.0,166.0,6.0,66.0,10.0,,862,769,66,14,335,1368,8.0,315,1,2,17.0,1368.0,8.0,,,,,,,755,68,21,32.0,70.0,271.0,138.0,45.0,300.0,11.0,856,11,161,29,10.0,6.0,104.0,88.0,26.0,31.0,3.0,6.0,11.0,21.0,204.0,33.0,32.0,3.0,3.0,27.0,46.0,,,
236,11,111,11101,57818,28444,28917,3384,7100,38757,4083,687,32356,23146,67.0,615.0,15.0,51.0,248.0,401.0,919.0,18493,35941,2267,1117.0,4621,4421,7247,5589,15934,5781,3196,1797,5388,2267,1577.0,2150,1034,1402,272,16748,1120,13713,5260,612,158,3782.0,7691.0,576.0,89.0,2267.0,944.0,29806,24122,2267,1623,14802,41990,1026.0,13435,90,10,12.0,30.0,5.0,33.0,47.0,23.0,1117.0,41990.0,1026.0,27127,643,1427,1268.0,4030.0,4406.0,3180.0,1507.0,13471.0,759.0,27862,759,1782,198,977.0,128.0,117.0,2938.0,4022.0,1872.0,1231.0,354.0,320.0,50.0,810.0,1358.0,4043.0,2383.0,1763.0,236.0,316.0,1137.0,27.0,3135.0
237,11,111,11102,852,404,326,20,64,567,52,4,395,413,23.0,2.0,19.0,,,,,177,577,74,24.0,44,53,86,66,246,66,43,25,130,74,19.0,26,4,14,2,344,18,171,92,6,3,30.0,49.0,3.0,74.0,16.0,,412,345,74,21,230,602,20.0,219,1,3,7.0,602.0,20.0,,,,,,,432,36,26,22.0,23.0,79.0,49.0,23.0,152.0,10.0,348,10,116,2,12.0,8.0,6.0,68.0,50.0,9.0,18.0,2.0,1.0,5.0,11.0,94.0,44.0,12.0,3.0,7.0,26.0,,,
238,11,112,11201,23959,12168,10897,1371,3105,15476,1625,135,13364,9847,22.0,212.0,5.0,22.0,67.0,80.0,340.0,7100,15436,1046,377.0,1853,1811,2817,2315,6780,1927,1335,828,2805,1046,442.0,827,413,604,78,8153,544,5169,3051,220,62,1429.0,1995.0,88.0,11.0,1046.0,269.0,12057,10423,1046,433,8082,15590,287.0,7496,40,5,3.0,17.0,3.0,21.0,35.0,3.0,459.0,15590.0,287.0,10561,291,844,749.0,1379.0,2177.0,1302.0,802.0,5584.0,270.0,11993,270,1613,151,688.0,21.0,45.0,816.0,1306.0,918.0,456.0,72.0,56.0,12.0,204.0,448.0,1193.0,835.0,406.0,41.0,94.0,274.0,5.0,2042.0
239,11,112,11202,6517,3661,2556,271,571,4470,347,19,2098,4194,4.0,63.0,1.0,2.0,2.0,29.0,124.0,1471,4681,237,128.0,406,484,739,617,1791,596,316,215,963,237,153.0,205,84,116,2,2393,62,1443,820,38,17,361.0,596.0,28.0,10.0,237.0,105.0,3424,2700,237,156,2036,4399,82.0,1870,13,8,3.0,5.0,6.0,5.0,126.0,4399.0,82.0,,,3486,155,309,128.0,223.0,518.0,224.0,159.0,1234.0,81.0,2486,81,722,18,171.0,20.0,27.0,651.0,300.0,245.0,258.0,34.0,2.0,1.0,73.0,109.0,274.0,185.0,113.0,20.0,33.0,68.0,1.0,625.0
240,11,112,11203,1843,1166,677,68,154,995,86,4,693,1115,8.0,10.0,1.0,16.0,,,,421,1328,68,26.0,117,113,161,151,546,156,86,79,348,68,18.0,60,22,34,2,758,41,397,208,3,4,78.0,152.0,2.0,68.0,14.0,,1027,731,68,17,931,893,19.0,835,5,1,1.0,1.0,3.0,1.0,84.0,893.0,19.0,,,911,23,155,80.0,62.0,131.0,61.0,76.0,331.0,13.0,741,13,278,25,10.0,26.0,56.0,74.0,79.0,41.0,2.0,1.0,5.0,28.0,114.0,72.0,8.0,14.0,4.0,18.0,234.0,,,
241,11,113,11301,3490,1801,1558,136,325,2379,161,7,1535,1759,30.0,3.0,34.0,129.0,,,,925,2205,229,131.0,269,234,402,308,978,283,163,90,390,229,144.0,133,55,80,8,1122,48,841,251,16,3,199.0,348.0,25.0,3.0,229.0,129.0,1780,1331,229,150,661,2706,123.0,603,1,4,53.0,2706.0,123.0,,,,,,,1761,73,81,53.0,142.0,269.0,168.0,90.0,728.0,125.0,1450,125,224,5,45.0,4.0,12.0,215.0,186.0,64.0,84.0,9.0,11.0,2.0,24.0,66.0,414.0,130.0,80.0,11.0,15.0,70.0,1.0,243.0
