date,count_Argentina,ratio_Argentina,total_count_Argentina,count_Bolivia,ratio_Bolivia,total_count_Bolivia,count_Guatemala,ratio_Guatemala,total_count_Guatemala,count_Dominica,ratio_Dominica,total_count_Dominica,count_Jamaica,ratio_Jamaica,total_count_Jamaica,count_Nicaragua,ratio_Nicaragua,total_count_Nicaragua,count_Uruguay,ratio_Uruguay,total_count_Uruguay,count_Saint Lucia,ratio_Saint Lucia,total_count_Saint Lucia,count_Peru,ratio_Peru,total_count_Peru,count_Saint Vincent and the Grenadines,ratio_Saint Vincent and the Grenadines,total_count_Saint Vincent and the Grenadines,count_Cuba,ratio_Cuba,total_count_Cuba,count_Dominican Republic,ratio_Dominican Republic,total_count_Dominican Republic,count_Brazil,ratio_Brazil,total_count_Brazil,count_Panama,ratio_Panama,total_count_Panama,count_Costa Rica,ratio_Costa Rica,total_count_Costa Rica,count_Bahamas,ratio_Bahamas,total_count_Bahamas,count_Ecuador,ratio_Ecuador,total_count_Ecuador,count_El Salvador,ratio_El Salvador,total_count_El Salvador,count_Chile,ratio_Chile,total_count_Chile,count_Haiti,ratio_Haiti,total_count_Haiti,count_Belize,ratio_Belize,total_count_Belize,count_Grenada,ratio_Grenada,total_count_Grenada,count_Antigua and Barbuda,ratio_Antigua and Barbuda,total_count_Antigua and Barbuda,count_Colombia,ratio_Colombia,total_count_Colombia,count_Barbados,ratio_Barbados,total_count_Barbados,count_Suriname,ratio_Suriname,total_count_Suriname,count_Venezuela,ratio_Venezuela,total_count_Venezuela,count_Trinidad and Tobago,ratio_Trinidad and Tobago,total_count_Trinidad and Tobago,count_Mexico,ratio_Mexico,total_count_Mexico,count_Guyana,ratio_Guyana,total_count_Guyana,count_Honduras,ratio_Honduras,total_count_Honduras,count_Paraguay,ratio_Paraguay,total_count_Paraguay
2020-01-21,278,0.03660784830129049,7594,2,0.007067137809187279,283,9,0.04891304347826087,184,0,0.0,11,1,0.00909090909090909,110,1,0.008771929824561403,114,12,0.02727272727272727,440,1,0.025,40,26,0.03751803751803752,693,0,0.0,19,1,0.0023094688221709007,433,2,0.0035587188612099642,562,15,0.008278145695364239,1812,6,0.01744186046511628,344,3,0.015625,192,0,0.0,66,2,0.004524886877828055,442,0,0.0,262,42,0.03384367445608381,1241,0,0.0,37,0,0.0,36,1,0.047619047619047616,21,0,0.0,15,27,0.016791044776119403,1608,0,0.0,33,0,0.0,29,14,0.011834319526627219,1183,0,0.0,26,318,0.0378932316491897,8392,0,0.0,73,2,0.008064516129032258,248,2,0.021505376344086023,93
2020-01-22,376,0.05138015851325499,7318,3,0.011538461538461539,260,9,0.04477611940298507,201,0,0.0,17,1,0.006329113924050633,158,0,0.0,72,7,0.019943019943019943,351,0,0.0,32,33,0.04596100278551532,718,0,0.0,28,4,0.008908685968819599,449,7,0.008793969849246231,796,18,0.009983361064891847,1803,5,0.015105740181268883,331,3,0.015957446808510637,188,1,0.01639344262295082,61,2,0.004842615012106538,413,6,0.024896265560165973,241,31,0.023048327137546468,1345,2,0.034482758620689655,58,0,0.0,28,0,0.0,31,0,0.0,13,33,0.020134228187919462,1639,0,0.0,47,1,0.03571428571428571,28,22,0.019555555555555555,1125,0,0.0,39,290,0.03427085795320255,8462,1,0.014925373134328358,67,4,0.01556420233463035,257,1,0.010526315789473684,95
2020-01-23,320,0.04872849093954622,6567,0,0.0,274,6,0.031088082901554404,193,0,0.0,21,0,0.0,100,1,0.007874015748031496,127,2,0.005390835579514825,371,0,0.0,38,51,0.08018867924528301,636,0,0.0,27,3,0.006172839506172839,486,3,0.0036809815950920245,815,15,0.007433102081268583,2018,4,0.013114754098360656,305,3,0.017964071856287425,167,2,0.024691358024691357,81,2,0.004524886877828055,442,5,0.017421602787456445,287,49,0.03553299492385787,1379,3,0.06666666666666667,45,0,0.0,41,0,0.0,23,0,0.0,10,26,0.0163727959697733,1588,0,0.0,35,0,0.0,35,24,0.022727272727272728,1056,0,0.0,29,298,0.034821219911194204,8558,0,0.0,73,4,0.014760147601476014,271,4,0.042105263157894736,95
2020-01-24,299,0.04096451568708042,7299,8,0.02631578947368421,304,7,0.0374331550802139,187,0,0.0,16,1,0.006024096385542169,166,0,0.0,118,4,0.012121212121212121,330,0,0.0,22,43,0.06082036775106082,707,0,0.0,35,2,0.004889975550122249,409,10,0.012285012285012284,814,15,0.007451564828614009,2013,3,0.009230769230769232,325,2,0.011111111111111112,180,0,0.0,70,3,0.007556675062972292,397,8,0.03508771929824561,228,39,0.02721563154221912,1433,1,0.020833333333333332,48,0,0.0,32,0,0.0,11,0,0.0,9,17,0.011378848728246318,1494,0,0.0,43,0,0.0,25,29,0.02537182852143482,1143,0,0.0,19,286,0.03644240570846075,7848,0,0.0,76,3,0.012195121951219513,246,0,0.0,74
2020-01-25,161,0.04057459677419355,3968,3,0.01098901098901099,273,5,0.03731343283582089,134,0,0.0,20,0,0.0,81,4,0.06896551724137931,58,2,0.010101010101010102,198,0,0.0,29,28,0.055445544554455446,505,0,0.0,7,0,0.0,326,3,0.007075471698113208,424,9,0.007738607050730868,1163,3,0.014285714285714285,210,1,0.010101010101010102,99,0,0.0,19,0,0.0,195,1,0.009259259259259259,108,37,0.04986522911051213,742,0,0.0,36,0,0.0,7,0,0.0,12,0,0.0,11,12,0.010471204188481676,1146,0,0.0,29,0,0.0,18,11,0.013871374527112233,793,0,0.0,22,215,0.04234784321449675,5077,0,0.0,53,2,0.011494252873563218,174,0,0.0,51
2020-01-26,124,0.03181934821657685,3897,2,0.008928571428571428,224,7,0.06796116504854369,103,0,0.0,11,4,0.04040404040404041,99,0,0.0,54,9,0.04326923076923077,208,1,0.058823529411764705,17,32,0.07637231503579953,419,1,0.07692307692307693,13,1,0.004672897196261682,214,6,0.010221465076660987,587,10,0.009363295880149813,1068,1,0.004784688995215311,209,1,0.014285714285714285,70,1,0.043478260869565216,23,0,0.0,220,3,0.01639344262295082,183,20,0.027586206896551724,725,2,0.06666666666666667,30,0,0.0,7,1,0.0625,16,0,0.0,3,15,0.012701100762066046,1181,0,0.0,27,0,0.0,16,17,0.02401129943502825,708,0,0.0,34,230,0.04162142598624683,5526,1,0.015384615384615385,65,1,0.004048582995951417,247,1,0.027777777777777776,36
2020-01-27,347,0.046898229490471684,7399,5,0.01773049645390071,282,3,0.015873015873015872,189,0,0.0,17,2,0.01652892561983471,121,1,0.008264462809917356,121,9,0.02608695652173913,345,0,0.0,32,45,0.07211538461538461,624,1,0.034482758620689655,29,1,0.0026666666666666666,375,4,0.005108556832694764,783,20,0.011001100110011002,1818,1,0.0031645569620253164,316,2,0.011560693641618497,173,1,0.016666666666666666,60,4,0.011428571428571429,350,8,0.02768166089965398,289,61,0.05028854080791426,1213,2,0.04,50,0,0.0,11,0,0.0,27,0,0.0,8,24,0.016249153689911984,1477,0,0.0,39,0,0.0,25,19,0.01582014987510408,1201,0,0.0,7,302,0.03540445486518171,8530,0,0.0,83,2,0.007017543859649123,285,0,0.0,81
2020-01-28,366,0.04905508644953759,7461,1,0.003048780487804878,328,3,0.015228426395939087,197,1,0.043478260869565216,23,2,0.015625,128,6,0.039473684210526314,152,5,0.017421602787456445,287,0,0.0,25,30,0.04054054054054054,740,0,0.0,36,6,0.013761467889908258,436,5,0.005567928730512249,898,8,0.0041109969167523125,1946,4,0.01238390092879257,323,5,0.024154589371980676,207,0,0.0,54,3,0.007481296758104738,401,6,0.020905923344947737,287,66,0.05168363351605325,1277,1,0.017241379310344827,58,0,0.0,29,0,0.0,25,0,0.0,15,29,0.018308080808080808,1584,0,0.0,42,0,0.0,22,27,0.022651006711409395,1192,0,0.0,17,319,0.03528370755447406,9041,0,0.0,81,4,0.016,250,3,0.030303030303030304,99
2020-01-29,293,0.03749680061428206,7814,1,0.003367003367003367,297,9,0.05142857142857143,175,1,0.045454545454545456,22,1,0.008620689655172414,116,4,0.034482758620689655,116,8,0.025157232704402517,318,0,0.0,29,54,0.08,675,0,0.0,10,3,0.006787330316742082,442,2,0.0024691358024691358,810,16,0.008032128514056224,1992,4,0.012345679012345678,324,0,0.0,190,1,0.014705882352941176,68,1,0.0026246719160104987,381,2,0.007751937984496124,258,51,0.035515320334261836,1436,1,0.022222222222222223,45,1,0.030303030303030304,33,0,0.0,16,0,0.0,16,21,0.01381578947368421,1520,0,0.0,52,0,0.0,40,31,0.027216856892010536,1139,0,0.0,29,328,0.037293916998294485,8795,1,0.0125,80,2,0.006896551724137931,290,0,0.0,88
2020-01-30,298,0.04651888854199188,6406,4,0.012084592145015106,331,10,0.05649717514124294,177,0,0.0,14,1,0.007042253521126761,142,2,0.013157894736842105,152,3,0.008522727272727272,352,0,0.0,36,37,0.054411764705882354,680,0,0.0,22,2,0.00425531914893617,470,5,0.00620347394540943,806,14,0.007782101167315175,1799,4,0.01238390092879257,323,3,0.015151515151515152,198,2,0.024390243902439025,82,3,0.007444168734491315,403,4,0.01652892561983471,242,44,0.05314009661835749,828,0,0.0,51,0,0.0,48,0,0.0,21,0,0.0,10,20,0.019305019305019305,1036,0,0.0,30,0,0.0,33,27,0.024907749077490774,1084,0,0.0,25,311,0.04074947589098533,7632,1,0.011764705882352941,85,6,0.02843601895734597,211,0,0.0,84
